,Date_x,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float,proxy,Date_y,PFE,Real PFE,PFE10,Accounting Adjusted CAPE
120,1881.01,6.19,0.27,0.49,9.42,1881.04,3.7,179.4,7.68,331.91,14.08,26.05,18.47,24.14,-1.05%,1.0,2.42,4.54%,5.65%,-1.11%,331.91,26.05,-1.05,4.54,5.65,-1.11,188104,,0.49,14.08,9.755416666666667,18.38978345363687
121,1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,177.04,7.75,328.72,13.82,25.66,18.15,23.66,-1.14%,1.0,2.41,4.68%,5.62%,-0.94%,328.72,25.66,-1.14,4.68,5.62,-0.94,188112,,0.48,13.82,9.79975,18.065766983851628
122,1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,179.04,7.89,333.67,13.7,25.53,18.27,23.77,-1.31%,1.0,2.42,4.24%,5.49%,-1.25%,333.67,25.53,-1.31,4.24,5.49,-1.25,188121,,0.48,13.7,9.844083333333334,18.187574600648443
123,1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,176.71,7.95,330.55,13.45,25.15,17.95,23.31,-0.75%,1.0,2.4,4.60%,5.46%,-0.87%,330.55,25.15,-0.75,4.6,5.46,-0.87,188129,,0.47,13.45,9.883750000000001,17.87884153281902
124,1881.05,6.5,0.29,0.47,9.51,1881.37,3.67,186.51,8.18,350.15,13.46,25.28,18.87,24.46,-0.89%,1.0,2.43,4.12%,5.48%,-1.36%,350.15,25.28,-0.89,4.12,5.48,-1.36,188137,,0.47,13.46,9.92175,18.79809509411142
125,1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,188.8,8.32,355.76,13.34,25.14,19.03,24.62,-0.77%,1.0,2.44,4.03%,5.73%,-1.70%,355.76,25.14,-0.77,4.03,5.73,-1.7,188146,,0.47,13.34,9.957583333333334,18.96042379760819
126,1881.07,6.35,0.3,0.46,9.61,1881.54,3.66,180.4,8.38,341.25,13.09,24.76,18.12,23.4,-0.40%,1.0,2.43,4.46%,5.96%,-1.50%,341.25,24.76,-0.4,4.46,5.96,-1.5,188154,,0.46,13.09,9.991333333333333,18.05564822846467
127,1881.08,6.2,0.3,0.46,9.8,1881.62,3.65,172.72,8.36,328.03,12.72,24.16,17.29,22.29,0.21%,1.0,2.39,5.26%,6.16%,-0.91%,328.03,24.16,0.21,5.26,6.16,-0.91,188162,,0.46,12.72,10.020833333333334,17.236091476091474
128,1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,167.6,8.18,319.61,12.13,23.14,16.72,21.54,0.56%,1.0,2.31,6.53%,6.69%,-0.17%,319.61,23.14,0.56,6.53,6.69,-0.17,188171,,0.45,12.13,10.047166666666667,16.68131977506096
129,1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,163.39,8.24,312.89,11.91,22.81,16.26,20.93,0.67%,1.0,2.29,6.79%,6.79%,0.00%,312.89,22.81,0.67,6.79,6.79,0.0,188179,,0.45,11.91,10.072833333333334,16.220858083624268
130,1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,165.99,8.45,319.22,11.91,22.91,16.48,21.19,0.51%,1.0,2.32,6.58%,6.82%,-0.23%,319.22,22.91,0.51,6.58,6.82,-0.23,188187,,0.44,11.91,10.098500000000001,16.437094618012576
131,1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,161.16,8.58,311.31,11.8,22.79,15.96,20.51,0.49%,1.0,2.33,7.21%,6.81%,0.40%,311.31,22.79,0.49,7.21,6.81,0.4,188196,,0.44,11.8,10.124916666666667,15.917168042535328
132,1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,158.75,8.58,308.03,11.78,22.85,15.68,20.14,0.61%,1.0,2.34,7.83%,7.08%,0.75%,308.03,22.85,0.61,7.83,7.08,0.75,188204,,0.44,11.78,10.150749999999999,15.63923847991528
133,1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,153.83,8.5,299.85,11.64,22.7,15.15,19.46,0.92%,1.0,2.33,8.18%,7.17%,1.01%,299.85,22.7,0.92,8.18,7.17,1.01,188212,,0.44,11.64,10.174916666666666,15.118551339486812
134,1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,153.56,8.5,300.72,11.62,22.76,15.09,19.38,0.80%,1.0,2.33,8.59%,7.45%,1.14%,300.72,22.76,0.8,8.59,7.45,1.14,188221,,0.44,11.62,10.199583333333333,15.055516973732589
135,1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,152.15,8.42,299.33,11.5,22.62,14.92,19.15,0.75%,1.0,2.32,8.80%,7.68%,1.12%,299.33,22.62,0.75,8.8,7.68,1.12,188229,,0.44,11.5,10.224416666666666,14.881044558369265
136,1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,148.94,8.35,294.39,11.37,22.47,14.57,18.7,1.00%,1.0,2.3,9.02%,7.77%,1.25%,294.39,22.47,1.0,9.02,7.77,1.25,188237,,0.44,11.37,10.247666666666667,14.534040269329603
137,1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,146.83,8.27,291.56,11.24,22.33,14.33,18.39,1.27%,1.0,2.29,9.10%,7.85%,1.25%,291.56,22.33,1.27,9.1,7.85,1.25,188246,,0.44,11.24,10.268916666666668,14.2984897790257
138,1882.07,6.0,0.32,0.43,10.47,1882.54,3.63,156.51,8.35,312.17,11.33,22.59,15.24,19.56,0.91%,1.0,2.32,8.11%,7.46%,0.65%,312.17,22.59,0.91,8.11,7.46,0.65,188254,,0.43,11.33,10.289416666666666,15.210774825265442
139,1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,159.75,8.27,320.02,11.2,22.44,15.53,19.91,0.80%,1.0,2.3,7.89%,7.41%,0.49%,320.02,22.44,0.8,7.89,7.41,0.49,188262,,0.43,11.2,10.308916666666669,15.49629366163596
140,1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,165.78,8.5,333.52,11.49,23.12,16.08,20.62,0.24%,1.0,2.37,7.21%,7.10%,0.11%,333.52,23.12,0.24,7.21,7.1,0.11,188271,,0.43,11.49,10.330916666666667,16.046978728896274
141,1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,162.77,8.58,328.9,11.58,23.39,15.76,20.19,0.49%,1.0,2.4,7.62%,6.99%,0.62%,328.9,23.39,0.49,7.62,6.99,0.62,188279,,0.43,11.58,10.351583333333334,15.7241645802977
142,1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,157.27,8.66,319.24,11.66,23.67,15.19,19.47,0.35%,1.0,2.43,7.66%,6.61%,1.05%,319.24,23.67,0.35,7.66,6.61,1.05,188287,,0.43,11.66,10.374666666666666,15.15904125433749
143,1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,159.59,8.74,325.42,11.75,23.96,15.38,19.7,0.32%,1.0,2.46,7.24%,6.37%,0.88%,325.42,23.96,0.32,7.24,6.37,0.88,188296,,0.43,11.75,10.397,15.349620082716168
144,1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,158.77,8.77,325.24,11.68,23.93,15.27,19.56,0.36%,1.0,2.47,7.08%,5.97%,1.12%,325.24,23.93,0.36,7.08,5.97,1.12,188304,,0.43,11.68,10.418333333333331,15.239481682930736
145,1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,153.75,8.71,316.45,11.5,23.68,14.76,18.9,0.47%,1.0,2.45,7.10%,5.94%,1.15%,316.45,23.68,0.47,7.1,5.94,1.15,188312,,0.43,11.5,10.439333333333334,14.727951976499137
146,1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,157.13,8.81,324.91,11.55,23.87,15.05,19.27,0.25%,1.0,2.49,6.72%,6.10%,0.61%,324.91,23.87,0.25,6.72,6.1,0.61,188321,,0.42,11.55,10.460333333333333,15.02150983078933
147,1883.04,5.87,0.32,0.42,9.9,1883.29,3.63,161.95,8.92,336.42,11.59,24.07,15.48,19.82,-0.03%,1.0,2.52,6.52%,6.13%,0.38%,336.42,24.07,-0.03,6.52,6.13,0.38,188329,,0.42,11.59,10.48125,15.451401311866428
148,1883.05,5.77,0.32,0.42,9.8,1883.37,3.63,160.74,9.03,335.47,11.63,24.27,15.34,19.63,0.15%,1.0,2.55,5.74%,6.17%,-0.43%,335.47,24.27,0.15,5.74,6.17,-0.43,188337,,0.42,11.63,10.500333333333334,15.308085457604522
149,1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,166.99,9.33,350.14,11.91,24.97,15.9,20.36,-0.08%,1.0,2.63,5.09%,6.13%,-1.04%,350.14,24.97,-0.08,5.09,6.13,-1.04,188346,,0.42,11.91,10.519,15.875083182812055
150,1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,167.77,9.54,353.43,12.08,25.44,15.95,20.41,-0.29%,1.0,2.7,4.29%,6.19%,-1.90%,353.43,25.44,-0.29,4.29,6.19,-1.9,188354,,0.41,12.08,10.538583333333332,15.919597036287296
151,1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,160.16,9.57,339.08,12.0,25.42,15.2,19.45,0.02%,1.0,2.7,4.94%,6.62%,-1.68%,339.08,25.42,0.02,4.94,6.62,-1.68,188362,,0.41,12.0,10.557083333333333,15.170856849666496
152,1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,163.58,9.69,348.04,12.05,25.65,15.49,19.83,-0.20%,1.0,2.74,5.02%,6.09%,-1.07%,348.04,25.65,-0.2,5.02,6.09,-1.07,188371,,0.41,12.05,10.575500000000002,15.46782658030353
153,1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,159.14,9.71,340.32,11.98,25.62,15.05,19.26,0.21%,1.0,2.75,5.47%,5.96%,-0.48%,340.32,25.62,0.21,5.47,5.96,-0.48,188379,,0.41,11.98,10.591000000000001,15.025965442356716
154,1883.11,5.46,0.33,0.4,9.13,1883.87,3.62,163.19,9.84,350.73,12.03,25.86,15.41,19.72,0.26%,1.0,2.79,5.64%,6.13%,-0.49%,350.73,25.86,0.26,5.64,6.13,-0.49,188387,,0.4,12.03,10.60375,15.389838500530473
155,1883.12,5.34,0.33,0.4,9.23,1883.96,3.62,157.96,9.76,341.24,11.83,25.56,14.9,19.07,0.36%,1.0,2.77,5.75%,6.38%,-0.64%,341.24,25.56,0.36,5.75,6.38,-0.64,188396,,0.4,11.83,10.616416666666668,14.878843300862657
156,1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,153.23,9.71,332.76,11.61,25.21,14.43,18.48,0.42%,1.0,2.78,6.14%,6.68%,-0.54%,332.76,25.21,0.42,6.14,6.68,-0.54,188404,,0.39,11.61,10.628583333333331,14.416784927436238
157,1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,157.37,9.66,343.5,11.39,24.86,14.81,18.96,0.26%,1.0,2.79,6.14%,6.84%,-0.70%,343.5,24.86,0.26,6.14,6.84,-0.7,188412,,0.39,11.39,10.638916666666667,14.791919603343073
158,1884.03,5.3,0.33,0.38,9.23,1884.21,3.6,156.78,9.61,343.96,11.17,24.5,14.74,18.88,0.30%,1.0,2.8,6.79%,7.16%,-0.37%,343.96,24.5,0.3,6.79,7.16,-0.37,188421,,0.38,11.17,10.647416666666667,14.724698479286838
159,1884.04,5.06,0.32,0.37,9.04,1884.29,3.6,152.83,9.76,337.08,11.18,24.65,14.35,18.4,0.43%,1.0,2.87,7.19%,6.94%,0.25%,337.08,24.65,0.43,7.19,6.94,0.25,188429,,0.37,11.18,10.654666666666666,14.343949443123517
160,1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,143.47,9.93,318.26,11.18,24.81,13.47,17.27,0.77%,1.0,2.94,7.45%,6.73%,0.72%,318.26,24.81,0.77,7.45,6.73,0.72,188437,,0.36,11.18,10.661249999999999,13.457146207058273
161,1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,137.6,9.87,307.08,10.95,24.44,12.91,16.58,1.33%,1.0,2.95,7.74%,6.74%,1.00%,307.08,24.44,1.33,7.74,6.74,1.0,188446,,0.36,10.95,10.663833333333335,12.903427472922493
162,1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,139.1,9.93,312.26,10.84,24.33,13.04,16.77,1.08%,1.0,2.99,7.38%,6.63%,0.74%,312.26,24.33,1.08,7.38,6.63,0.74,188454,,0.35,10.84,10.666166666666667,13.041236307951934
163,1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,147.83,9.88,333.71,10.6,23.94,13.86,17.83,0.71%,1.0,3.0,6.80%,6.34%,0.46%,333.71,23.94,0.71,6.8,6.34,0.46,188462,,0.34,10.6,10.665833333333333,13.860145323853427
164,1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,144.73,9.93,328.57,10.48,23.8,13.57,17.47,0.77%,1.0,3.05,7.03%,6.09%,0.94%,328.57,23.8,0.77,7.03,6.09,0.94,188471,,0.33,10.48,10.6645,13.571194148811475
165,1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,141.55,9.99,323.25,10.36,23.66,13.27,17.11,0.99%,1.0,3.09,7.21%,6.28%,0.93%,323.25,23.66,0.99,7.21,6.28,0.93,188479,,0.33,10.36,10.660666666666666,13.277781251954226
166,1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,141.84,10.16,325.83,10.35,23.78,13.3,17.17,0.85%,1.0,3.17,7.17%,6.05%,1.12%,325.83,23.78,0.85,7.17,6.05,1.12,188487,,0.32,10.35,10.656,13.31081081081081
167,1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,143.14,10.22,330.78,10.22,23.63,13.43,17.36,0.67%,1.0,3.22,7.11%,6.09%,1.02%,330.78,23.63,0.67,7.11,6.09,1.02,188496,,0.31,10.22,10.65025,13.44006009248609
168,1885.01,4.24,0.3,0.31,8.28,1885.04,3.52,139.84,10.03,325.09,10.12,23.52,13.13,16.99,0.85%,1.0,3.23,7.21%,6.10%,1.11%,325.09,23.52,0.85,7.21,6.1,1.11,188504,,0.31,10.12,10.645333333333333,13.136272545090181
169,1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,142.49,9.73,333.13,9.89,23.12,13.38,17.33,0.83%,1.0,3.21,6.84%,6.20%,0.64%,333.13,23.12,0.83,6.84,6.2,0.64,188512,,0.3,9.89,10.640166666666666,13.391707523378395
170,1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,146.14,9.76,343.56,10.01,23.53,13.73,17.8,0.43%,1.0,3.3,6.56%,5.93%,0.62%,343.56,23.53,0.43,6.56,5.93,0.62,188521,,0.3,10.01,10.637583333333334,13.738082741224117
171,1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,144.13,9.46,340.69,9.79,23.13,13.55,17.58,0.57%,1.0,3.27,6.68%,5.59%,1.10%,340.69,23.13,0.57,6.68,5.59,1.1,188529,,0.3,9.79,10.635500000000002,13.551784119223353
172,1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,145.83,9.48,346.58,9.9,23.53,13.71,17.8,0.51%,1.0,3.36,6.96%,5.17%,1.79%,346.58,23.53,0.51,6.96,5.17,1.79,188537,,0.29,9.9,10.633916666666666,13.713667745499857
173,1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,148.65,9.51,355.17,10.03,23.95,13.98,18.17,0.32%,1.0,3.46,6.80%,4.76%,2.04%,355.17,23.95,0.32,6.8,4.76,2.04,188546,,0.29,10.03,10.63375,13.97907605501352
174,1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,152.35,9.2,365.83,9.79,23.52,14.33,18.63,0.28%,1.0,3.43,6.71%,5.01%,1.70%,365.83,23.52,0.28,6.71,5.01,1.7,188554,,0.29,9.79,10.63325,14.327698492934896
175,1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,160.89,8.99,388.14,9.68,23.35,15.13,19.68,-0.16%,1.0,3.44,6.42%,5.13%,1.29%,388.14,23.35,-0.16,6.42,5.13,1.29,188562,,0.28,9.68,10.63425,15.129416743070738
176,1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,160.75,8.9,389.6,9.68,23.46,15.12,19.66,-0.18%,1.0,3.5,6.48%,4.99%,1.50%,389.6,23.46,-0.18,6.48,4.99,1.5,188571,,0.28,9.68,10.63625,15.113409331296275
177,1885.1,4.92,0.25,0.28,7.9,1885.79,3.41,170.08,8.7,413.98,9.57,23.28,15.99,20.8,-0.53%,1.0,3.51,5.72%,4.97%,0.75%,413.98,23.28,-0.53,5.72,4.97,0.75,188579,,0.28,9.57,10.639000000000001,15.98646489331704
178,1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,178.99,8.4,437.36,9.34,22.81,16.82,21.88,-0.63%,1.0,3.48,4.82%,5.07%,-0.26%,437.36,22.81,-0.63,4.82,5.07,-0.26,188587,,0.27,9.34,10.640916666666666,16.820919250377866
179,1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,173.49,8.01,425.56,9.01,22.1,16.3,21.19,-0.11%,1.0,3.42,4.65%,5.45%,-0.79%,425.56,22.1,-0.11,4.65,5.45,-0.79,188596,,0.27,9.01,10.641166666666665,16.30366344542422
180,1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,177.62,8.14,437.36,9.39,23.13,16.69,21.69,-0.39%,1.0,3.51,4.43%,5.33%,-0.90%,437.36,23.13,-0.39,4.43,5.33,-0.9,188604,,0.28,9.39,10.645333333333333,16.685245490981963
181,1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,181.04,8.09,447.43,9.56,23.64,17.01,22.09,-0.51%,1.0,3.52,4.81%,5.51%,-0.70%,447.43,23.64,-0.51,4.81,5.51,-0.7,188612,,0.28,9.56,10.65225,16.99547044051726
182,1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,179.42,8.12,445.09,9.85,24.44,16.84,21.87,-0.58%,1.0,3.56,4.74%,5.41%,-0.67%,445.09,24.44,-0.58,4.74,5.41,-0.67,188621,,0.29,9.85,10.663000000000002,16.826409078120598
183,1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,179.16,8.16,446.13,10.15,25.27,16.8,21.81,-0.61%,1.0,3.61,5.00%,5.46%,-0.46%,446.13,25.27,-0.61,5.0,5.46,-0.46,188629,,0.29,10.150000000000002,10.677083333333334,16.779863414634146
184,1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,180.05,8.31,450.08,10.58,26.45,16.86,21.89,-0.54%,1.0,3.71,5.05%,5.39%,-0.33%,450.08,26.45,-0.54,5.05,5.39,-0.33,188637,,0.3,10.58,10.693583333333333,16.837199878431772
185,1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,190.68,8.35,478.4,10.9,27.34,17.83,23.13,-0.72%,1.0,3.77,4.42%,5.44%,-1.02%,478.4,27.34,-0.72,4.42,5.44,-1.02,188646,,0.3,10.9,10.712250000000001,17.80018203458657
186,1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,191.17,8.19,481.33,10.94,27.54,17.85,23.13,-0.62%,1.0,3.73,3.69%,5.60%,-1.90%,481.33,27.54,-0.62,3.69,5.6,-1.9,188654,,0.31,10.94,10.732750000000001,17.811837599869556
187,1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,190.23,8.03,480.64,10.98,27.75,17.72,22.95,-0.56%,1.0,3.69,3.14%,5.76%,-2.61%,480.64,27.75,-0.56,3.14,5.76,-2.61,188662,,0.31,10.98,10.75575,17.686353810752387
188,1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,195.18,7.97,494.85,11.16,28.29,18.15,23.48,-0.80%,1.0,3.69,3.41%,5.78%,-2.37%,494.85,28.29,-0.8,3.41,5.78,-2.37,188671,,0.32,11.16,10.782333333333334,18.101833245741492
189,1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,200.14,7.91,509.09,11.34,28.83,18.56,24.0,-1.11%,1.0,3.7,3.08%,5.49%,-2.41%,509.09,28.83,-1.11,3.08,5.49,-2.41,188679,,0.32,11.34,10.813083333333333,18.509059241505273
190,1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,205.1,7.85,523.37,11.51,29.38,18.97,24.5,-1.32%,1.0,3.71,3.21%,5.21%,-2.00%,523.37,29.38,-1.32,3.21,5.21,-2.0,188687,,0.33,11.51,10.84725,18.908018161285117
191,1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,197.35,7.7,505.23,11.55,29.56,18.19,23.49,-1.17%,1.0,3.67,3.23%,5.37%,-2.14%,505.23,29.56,-1.17,3.23,5.37,-2.14,188696,,0.33,11.55,10.88425,18.131704067804396
192,1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,190.6,7.6,489.58,11.36,29.17,17.51,22.59,-0.90%,1.0,3.59,3.89%,5.95%,-2.06%,489.58,29.17,-0.9,3.89,5.95,-2.06,188704,,0.33,11.36,10.920333333333334,17.453679680107445
193,1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,187.01,7.6,481.97,11.31,29.14,17.13,22.08,-0.41%,1.0,3.55,3.99%,6.09%,-2.10%,481.97,29.14,-0.41,3.99,6.09,-2.1,188712,,0.34,11.31,10.954083333333333,17.072172477538818
194,1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,191.4,7.68,494.93,11.39,29.46,17.47,22.52,-0.10%,1.0,3.56,3.78%,6.10%,-2.33%,494.93,29.46,-0.1,3.78,6.1,-2.33,188721,,0.34,11.39,10.985333333333333,17.423230974632844
195,1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,195.79,7.76,507.95,11.48,29.78,17.82,22.95,-0.49%,1.0,3.57,3.37%,6.28%,-2.90%,507.95,29.78,-0.49,3.37,6.28,-2.9,188729,,0.34,11.48,11.018666666666666,17.76893756050339
196,1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,199.16,7.85,518.41,11.56,30.09,18.08,23.26,-0.76%,1.0,3.57,3.41%,6.45%,-3.04%,518.41,30.09,-0.76,3.41,6.45,-3.04,188737,,0.34,11.56,11.053416666666667,18.017958248203797
197,1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,195.73,8.03,511.21,11.78,30.78,17.71,22.78,-0.23%,1.0,3.62,4.06%,6.34%,-2.28%,511.21,30.78,-0.23,4.06,6.34,-2.28,188746,,0.35,11.78,11.086166666666667,17.65533622983598
198,1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,193.25,8.21,506.51,12.01,31.49,17.43,22.42,-0.37%,1.0,3.67,4.65%,6.22%,-1.58%,506.51,31.49,-0.37,4.65,6.22,-1.58,188754,,0.35,12.01,11.121083333333333,17.37690422845496
199,1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,186.16,8.2,489.74,11.96,31.45,16.74,21.52,0.35%,1.0,3.64,5.23%,5.89%,-0.66%,489.74,31.45,0.35,5.23,5.89,-0.66,188762,,0.35,11.96,11.152666666666669,16.691972024627887
200,1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,185.99,8.38,491.11,12.19,32.18,16.68,21.43,0.34%,1.0,3.69,5.43%,5.47%,-0.05%,491.11,32.18,0.34,5.43,5.47,-0.05,188771,,0.35,12.19,11.185083333333333,16.628396450629932
201,1887.1,5.2,0.25,0.36,7.99,1887.79,3.63,177.62,8.37,470.87,12.13,32.15,15.88,20.41,0.74%,1.0,3.65,5.71%,5.76%,-0.05%,470.87,32.15,0.74,5.71,5.76,-0.05,188779,,0.36,12.13,11.216583333333334,15.835481690057131
202,1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,178.91,8.35,476.13,12.07,32.12,15.95,20.5,1.01%,1.0,3.61,5.25%,5.90%,-0.65%,476.13,32.12,1.01,5.25,5.9,-0.65,188787,,0.36,12.07,11.245833333333334,15.909003334568357
203,1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,173.81,8.25,464.37,11.87,31.72,15.46,19.86,1.43%,1.0,3.54,5.77%,6.16%,-0.39%,464.37,31.72,1.43,5.77,6.16,-0.39,188796,,0.36,11.87,11.273,15.418256009935243
204,1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,173.14,8.1,464.38,11.47,30.76,15.36,19.73,1.87%,1.0,3.51,6.09%,6.29%,-0.21%,464.38,30.76,1.87,6.09,6.29,-0.21,188804,,0.35,11.469999999999999,11.294416666666667,15.329698302258489
205,1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,174.14,8.14,468.89,11.32,30.49,15.42,19.81,1.85%,1.0,3.56,5.85%,6.02%,-0.17%,468.89,30.49,1.85,5.85,6.02,-0.17,188812,,0.34,11.319999999999999,11.313583333333334,15.392117145319416
206,1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,167.54,8.08,452.94,11.05,29.87,14.81,19.03,2.35%,1.0,3.58,5.76%,6.02%,-0.26%,452.94,29.87,2.35,5.76,6.02,-0.26,188821,,0.34,11.05,11.328750000000001,14.788921990510866
207,1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,170.16,8.12,461.84,10.9,29.58,15.02,19.3,2.26%,1.0,3.64,5.40%,5.90%,-0.49%,461.84,29.58,2.26,5.4,5.9,-0.49,188829,,0.33,10.9,11.341583333333334,15.003196202764164
208,1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,174.52,8.16,475.53,10.74,29.28,15.39,19.77,2.33%,1.0,3.7,5.08%,5.06%,0.03%,475.53,29.28,2.33,5.08,5.06,0.03,188837,,0.32,10.74,11.35025,15.37587277813264
209,1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,171.13,8.2,468.16,10.59,28.97,15.08,19.38,2.59%,1.0,3.76,6.41%,5.65%,0.76%,468.16,28.97,2.59,6.41,5.65,0.76,188846,,0.31,10.59,11.355666666666668,15.070009099715264
210,1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,173.51,8.04,476.49,10.18,27.97,15.28,19.64,2.53%,1.0,3.73,6.45%,5.92%,0.52%,476.49,27.97,2.53,6.45,5.92,0.52,188854,,0.3,10.180000000000001,11.358333333333333,15.276008804108585
211,1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,177.22,7.99,488.52,9.9,27.29,15.6,20.05,2.30%,1.0,3.75,6.60%,5.92%,0.68%,488.52,27.29,2.3,6.6,5.92,0.68,188862,,0.29,9.9,11.359333333333332,15.601267680028172
212,1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,181.61,7.93,502.44,9.62,26.62,15.99,20.54,2.16%,1.0,3.76,6.32%,5.92%,0.40%,502.44,26.62,2.16,6.32,5.92,0.4,188871,,0.29,9.62,11.357833333333334,15.989845481092345
213,1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,178.5,7.78,495.62,9.23,25.63,15.72,20.19,2.52%,1.0,3.74,6.27%,6.04%,0.23%,495.62,25.63,2.52,6.27,6.04,0.23,188879,,0.28,9.23,11.351916666666666,15.724216909038857
214,1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,172.82,7.64,481.62,8.85,24.66,15.22,19.56,2.97%,1.0,3.71,6.96%,6.17%,0.79%,481.62,24.66,2.97,6.96,6.17,0.79,188887,,0.27,8.85,11.341666666666667,15.237619397501836
215,1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,169.52,7.59,474.19,8.57,23.99,14.95,19.21,3.34%,1.0,3.73,7.65%,6.02%,1.63%,474.19,23.99,3.34,7.65,6.02,1.63,188896,,0.26,8.57,11.326916666666667,14.966120524120274
216,1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,178.99,7.83,502.51,8.99,25.25,15.8,20.31,2.53%,1.0,3.88,7.84%,5.64%,2.20%,502.51,25.25,2.53,7.84,5.64,2.2,188904,,0.26,8.989999999999998,11.315,15.81882456915599
