Date,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float
1898.11,5.32,0.2,0.35,6.66,1898.87,3.14,218.07,8.13,943.53,14.21,61.49,20.53,25.32,-0.42%,1.0,6.75,6.63%,-0.10%,6.73%,943.53,61.49,-0.42,6.63,-0.1,6.73
1898.12,5.65,0.2,0.35,6.76,1898.96,3.12,228.33,8.08,990.85,14.14,61.38,21.4,26.37,-0.46%,1.0,6.68,6.27%,-0.07%,6.34%,990.85,61.38,-0.46,6.27,-0.07,6.34
1899.01,6.08,0.2,0.36,6.76,1899.04,3.1,245.71,8.11,1069.20,14.58,63.45,22.93,28.22,-0.41%,1.0,6.71,5.65%,0.03%,5.62%,1069.2,63.45,-0.41,5.65,0.03,5.62
1899.02,6.31,0.2,0.37,6.95,1899.12,3.1,248.02,7.93,1082.12,14.61,63.74,23.05,28.33,-0.04%,1.0,6.54,5.15%,0.21%,4.94%,1082.12,63.74,-0.04,5.15,0.21,4.94
1899.03,6.4,0.2,0.38,6.95,1899.21,3.11,251.56,7.96,1100.45,15.03,65.77,23.28,28.57,0.03%,1.0,6.56,5.15%,0.20%,4.95%,1100.45,65.77,0.03,5.15,0.2,4.95
1899.04,6.48,0.2,0.39,7.04,1899.29,3.11,251.26,7.88,1102.02,15.25,66.89,23.15,28.37,0.19%,1.0,6.48,5.42%,0.13%,5.29%,1102.02,66.89,0.19,5.42,0.13,5.29
1899.05,6.21,0.2,0.4,7.04,1899.37,3.12,240.79,7.92,1059.00,15.67,68.93,22.09,27.03,0.63%,1.0,6.5,6.12%,0.03%,6.09%,1059.0,68.93,0.63,6.12,0.03,6.09
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,232.22,7.84,1024.19,15.88,70.02,21.21,25.92,0.95%,1.0,6.42,6.59%,0.06%,6.53%,1024.19,70.02,0.95,6.59,0.06,6.53
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,237.1,7.77,1048.54,16.08,71.09,21.56,26.31,1.00%,1.0,6.35,6.53%,0.19%,6.34%,1048.54,71.09,1.0,6.53,0.19,6.34
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,239.98,7.7,1064.13,16.27,72.16,21.73,26.47,1.09%,1.0,6.29,6.55%,0.22%,6.33%,1064.13,72.16,1.09,6.55,0.22,6.33
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,228.47,7.44,1015.84,16.05,71.36,20.59,25.04,1.60%,1.0,6.06,6.99%,0.50%,6.49%,1015.84,71.36,1.6,6.99,0.5,6.49
1899.1,6.34,0.21,0.46,7.71,1899.79,3.14,224.59,7.38,1001.31,16.23,72.38,20.15,24.48,1.82%,1.0,6.0,7.02%,0.43%,6.59%,1001.31,72.38,1.82,7.02,0.43,6.59
1899.11,6.46,0.21,0.47,7.8,1899.87,3.14,226.05,7.32,1010.54,16.42,73.4,20.2,24.49,1.93%,1.0,5.94,6.80%,0.46%,6.34%,1010.54,73.4,1.93,6.8,0.46,6.34
1899.12,6.02,0.21,0.48,7.9,1899.96,3.15,208.11,7.26,933.07,16.59,74.4,18.51,22.42,2.38%,1.0,5.88,7.72%,0.48%,7.24%,933.07,74.4,2.38,7.72,0.48,7.24
1900.01,6.1,0.22,0.48,7.9,1900.04,3.15,210.88,7.52,948.28,16.59,74.62,18.67,22.59,2.57%,1.0,5.9,7.45%,0.58%,6.88%,948.28,74.62,2.57,7.45,0.58,6.88
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,212.12,7.69,956.77,16.4,73.95,18.7,22.6,2.69%,1.0,5.84,7.01%,0.69%,6.31%,956.77,73.95,2.69,7.01,0.69,6.31
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,213.83,7.94,967.45,16.4,74.18,18.78,22.66,2.67%,1.0,5.86,6.99%,0.50%,6.48%,967.45,74.18,2.67,6.99,0.5,6.48
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,216.57,8.2,982.91,16.4,74.42,18.94,22.83,2.63%,1.0,5.88,6.50%,0.41%,6.09%,982.91,74.42,2.63,6.5,0.41,6.09
1900.05,6.04,0.25,0.48,7.8,1900.37,3.13,211.35,8.66,962.51,16.8,76.49,18.4,22.17,2.42%,1.0,6.04,6.79%,0.35%,6.44%,962.51,76.49,2.42,6.79,0.35,6.44
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,207.58,9.03,948.79,17.0,77.72,17.99,21.67,2.43%,1.0,6.13,6.56%,0.32%,6.24%,948.79,77.72,2.43,6.56,0.32,6.24
1900.07,5.86,0.26,0.48,7.8,1900.54,3.13,205.05,9.19,940.71,16.8,77.06,17.69,21.29,2.65%,1.0,6.08,6.15%,0.44%,5.70%,940.71,77.06,2.65,6.15,0.44,5.7
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,210.42,9.56,968.99,17.0,78.3,18.07,21.75,2.05%,1.0,6.17,6.24%,0.42%,5.82%,968.99,78.3,2.05,6.24,0.42,5.82
1900.09,5.8,0.28,0.48,7.8,1900.71,3.12,202.95,9.71,938.34,16.8,77.66,17.34,20.87,2.29%,1.0,6.11,6.80%,0.64%,6.16%,938.34,77.66,2.29,6.8,0.64,6.16
1900.1,6.01,0.29,0.48,7.71,1900.79,3.11,212.9,10.1,988.2,17.0,78.92,18.1,21.78,1.93%,1.0,6.21,7.09%,0.81%,6.28%,988.2,78.92,1.93,7.09,0.81,6.28
1900.11,6.48,0.29,0.48,7.71,1900.87,3.11,229.55,10.36,1069.49,17.0,79.22,19.42,23.37,1.80%,1.0,6.22,6.50%,1.02%,5.48%,1069.49,79.22,1.8,6.5,1.02,5.48
1900.12,6.87,0.3,0.48,7.61,1900.96,3.1,246.4,10.76,1152.21,17.22,80.5,20.74,24.95,1.35%,1.0,6.32,5.45%,0.89%,4.56%,1152.21,80.5,1.35,5.45,0.89,4.56
1901.01,7.07,0.3,0.48,7.71,1901.04,3.1,250.45,10.69,1175.28,17.06,80.08,20.98,25.22,1.54%,1.0,6.26,5.54%,1.01%,4.53%,1175.28,80.08,1.54,5.54,1.01,4.53
1901.02,7.25,0.3,0.48,7.61,1901.12,3.11,260.03,10.88,1224.52,17.33,81.63,21.68,26.05,1.14%,1.0,6.35,5.67%,1.22%,4.45%,1224.52,81.63,1.14,5.67,1.22,4.45
1901.03,7.51,0.31,0.49,7.61,1901.21,3.11,269.36,10.94,1272.73,17.4,82.19,22.35,26.84,0.87%,1.0,6.37,5.07%,1.12%,3.95%,1272.73,82.19,0.87,5.07,1.12,3.95
1901.04,8.14,0.31,0.49,7.52,1901.29,3.12,295.65,11.14,1401.34,17.68,83.79,24.41,29.29,0.25%,1.0,6.46,4.40%,1.33%,3.07%,1401.34,83.79,0.25,4.4,1.33,3.07
1901.05,7.73,0.31,0.49,7.52,1901.37,3.13,280.76,11.2,1335.18,17.74,84.34,23.06,27.66,0.60%,1.0,6.47,5.17%,1.34%,3.83%,1335.18,84.34,0.6,5.17,1.34,3.83
1901.06,8.5,0.31,0.49,7.52,1901.46,3.13,308.72,11.26,1472.64,17.8,84.89,25.24,30.24,0.46%,1.0,6.49,4.39%,1.35%,3.04%,1472.64,84.89,0.46,4.39,1.35,3.04
1901.07,7.93,0.31,0.49,7.61,1901.54,3.14,284.42,11.18,1361.16,17.64,84.4,23.14,27.71,1.06%,1.0,6.42,5.10%,1.38%,3.72%,1361.16,84.4,1.06,5.1,1.38,3.72
1901.08,8.04,0.31,0.49,7.71,1901.62,3.15,284.81,11.1,1367.43,17.47,83.9,23.08,27.61,1.19%,1.0,6.35,4.25%,1.20%,3.06%,1367.43,83.9,1.19,4.25,1.2,3.06
1901.09,8.0,0.32,0.5,7.8,1901.71,3.15,279.93,11.02,1348.44,17.32,83.43,22.59,27.01,1.52%,1.0,6.29,3.76%,1.23%,2.53%,1348.44,83.43,1.52,3.76,1.23,2.53
1901.1,7.91,0.32,0.5,7.8,1901.79,3.16,276.78,11.08,1337.72,17.38,84,22.25,26.59,1.58%,1.0,6.3,3.94%,1.24%,2.71%,1337.72,84.0,1.58,3.94,1.24,2.71
1901.11,8.08,0.32,0.5,7.9,1901.87,3.17,279.33,11.0,1354.44,17.23,83.53,22.38,26.71,1.80%,1.0,6.24,4.38%,1.48%,2.90%,1354.44,83.53,1.8,4.38,1.48,2.9
1901.12,7.95,0.32,0.5,7.99,1901.96,3.17,271.56,10.93,1321.20,17.08,83.09,21.68,25.87,2.05%,1.0,6.17,4.84%,1.71%,3.12%,1321.2,83.09,2.05,4.84,1.71,3.12
1902.01,8.12,0.32,0.51,7.9,1902.04,3.18,280.71,11.09,1370.21,17.66,86.19,22.34,26.64,2.05%,1.0,6.26,4.40%,1.50%,2.91%,1370.21,86.19,2.05,4.4,1.5,2.91
1902.02,8.19,0.32,0.52,7.9,1902.12,3.19,283.13,11.12,1386.54,18.04,88.32,22.46,26.76,2.02%,1.0,6.27,4.13%,1.38%,2.75%,1386.54,88.32,2.02,4.13,1.38,2.75
1902.03,8.2,0.32,0.53,7.9,1902.21,3.2,283.47,11.15,1392.79,18.41,90.45,22.41,26.67,2.28%,1.0,6.28,4.21%,1.16%,3.05%,1392.79,90.45,2.28,4.21,1.16,3.05
1902.04,8.48,0.32,0.54,7.99,1902.29,3.21,289.66,11.04,1427.72,18.56,91.47,22.82,27.14,2.45%,1.0,6.22,4.00%,0.96%,3.04%,1427.72,91.47,2.45,4.0,0.96,3.04
1902.05,8.46,0.32,0.55,8.09,1902.37,3.22,285.58,10.94,1412.09,18.71,92.5,22.43,26.64,2.63%,1.0,6.16,4.15%,1.07%,3.08%,1412.09,92.5,2.63,4.15,1.07,3.08
1902.06,8.41,0.33,0.57,8.18,1902.46,3.23,280.59,10.84,1391.89,18.85,93.51,21.96,26.06,2.84%,1.0,6.1,4.44%,1.27%,3.17%,1391.89,93.51,2.84,4.44,1.27,3.17
1902.07,8.6,0.33,0.58,8.18,1902.54,3.24,286.93,10.87,1427.83,19.21,95.6,22.39,26.53,2.47%,1.0,6.11,4.23%,1.26%,2.97%,1427.83,95.6,2.47,4.23,1.26,2.97
1902.08,8.83,0.33,0.59,8.09,1902.62,3.25,298.07,11.03,1487.84,19.81,98.86,23.17,27.42,2.06%,1.0,6.19,3.98%,1.03%,2.95%,1487.84,98.86,2.06,3.98,1.03,2.95
1902.09,8.85,0.33,0.6,8.18,1902.71,3.26,295.27,10.93,1478.41,19.94,99.81,22.86,27.02,2.23%,1.0,6.13,4.04%,1.03%,3.00%,1478.41,99.81,2.23,4.04,1.03,3.0
1902.1,8.57,0.33,0.61,8.75,1902.79,3.27,267.28,10.24,1342.54,18.97,95.29,20.6,24.33,3.38%,1.0,5.74,5.07%,1.71%,3.36%,1342.54,95.29,3.38,5.07,1.71,3.36
1902.11,8.24,0.33,0.62,8.47,1902.87,3.28,265.65,10.61,1338.80,19.96,100.61,20.41,24.08,2.82%,1.0,5.95,5.02%,1.36%,3.66%,1338.8,100.61,2.82,5.02,1.36,3.66
1902.12,8.05,0.33,0.63,8.56,1902.96,3.29,256.64,10.52,1297.82,20.09,101.57,19.63,23.15,2.99%,1.0,5.89,5.11%,1.56%,3.55%,1297.82,101.57,2.99,5.11,1.56,3.55
1903.01,8.46,0.33,0.62,8.66,1903.04,3.3,266.75,10.46,1353.33,19.6,99.45,20.32,23.93,2.55%,1.0,5.84,4.52%,1.56%,2.96%,1353.33,99.45,2.55,4.52,1.56,2.96
1903.02,8.41,0.33,0.61,8.66,1903.12,3.31,265.18,10.51,1349.78,19.34,98.43,20.11,23.67,2.47%,1.0,5.85,4.22%,1.59%,2.63%,1349.78,98.43,2.47,4.22,1.59,2.63
1903.03,8.08,0.34,0.61,8.37,1903.21,3.32,263.45,10.92,1345.65,19.73,100.76,19.88,23.4,2.42%,1.0,6.06,4.10%,1.29%,2.81%,1345.65,100.76,2.42,4.1,1.29,2.81
1903.04,7.75,0.34,0.6,8.37,1903.29,3.33,252.69,10.98,1295.37,19.46,99.73,18.98,22.33,2.78%,1.0,6.08,4.53%,1.33%,3.21%,1295.37,99.73,2.78,4.53,1.33,3.21
1903.05,7.6,0.34,0.59,8.18,1903.37,3.33,253.57,11.29,1304.66,19.63,100.99,18.95,22.29,2.67%,1.0,6.23,4.32%,1.23%,3.09%,1304.66,100.99,2.67,4.32,1.23,3.09
1903.06,7.18,0.34,0.58,8.18,1903.46,3.34,239.55,11.34,1237.43,19.35,99.96,17.82,20.96,3.25%,1.0,6.24,4.28%,1.16%,3.12%,1237.43,99.96,3.25,4.28,1.16,3.12
1903.07,6.85,0.34,0.57,8.18,1903.54,3.35,228.54,11.4,1185.46,19.07,98.94,16.92,19.91,3.80%,1.0,6.26,4.82%,1.10%,3.72%,1185.46,98.94,3.8,4.82,1.1,3.72
1903.08,6.63,0.34,0.56,8.18,1903.62,3.36,221.2,11.45,1152.34,18.79,97.91,16.3,19.19,4.43%,1.0,6.27,5.44%,1.13%,4.31%,1152.34,97.91,4.43,5.44,1.13,4.31
1903.09,6.47,0.35,0.56,8.28,1903.71,3.37,213.38,11.38,1116.54,18.3,95.78,15.65,18.45,4.38%,1.0,6.21,5.82%,1.18%,4.64%,1116.54,95.78,4.38,5.82,1.18,4.64
1903.1,6.26,0.35,0.55,8.18,1903.79,3.38,208.86,11.57,1097.91,18.24,95.88,15.25,18.0,4.29%,1.0,6.3,5.71%,1.10%,4.61%,1097.91,95.88,4.29,5.71,1.1,4.61
1903.11,6.28,0.35,0.54,8.09,1903.87,3.38,211.99,11.76,1119.52,18.17,95.96,15.41,18.2,4.37%,1.0,6.38,5.18%,0.91%,4.26%,1119.52,95.96,4.37,5.18,0.91,4.26
1903.12,6.57,0.35,0.53,8.09,1903.96,3.39,221.78,11.81,1176.42,17.89,94.9,16.04,18.97,4.24%,1.0,6.4,4.80%,1.05%,3.75%,1176.42,94.9,4.24,4.8,1.05,3.75
1904.01,6.68,0.35,0.53,8.28,1904.04,3.4,220.31,11.43,1173.68,17.37,92.54,15.86,18.78,4.81%,1.0,6.26,5.30%,1.32%,3.98%,1173.68,92.54,4.81,5.3,1.32,3.98
1904.02,6.5,0.34,0.52,8.47,1904.12,3.41,209.56,11.07,1121.30,16.87,90.27,15.02,17.8,5.54%,1.0,6.14,6.07%,1.66%,4.42%,1121.3,90.27,5.54,6.07,1.66,4.42
1904.03,6.48,0.34,0.52,8.37,1904.21,3.41,211.29,11.09,1135.49,16.95,91.12,15.08,17.9,5.68%,1.0,6.22,5.79%,1.55%,4.24%,1135.49,91.12,5.68,5.79,1.55,4.24
1904.04,6.64,0.34,0.52,8.28,1904.29,3.42,218.99,11.1,1181.88,17.04,91.97,15.57,18.49,5.35%,1.0,6.31,5.26%,1.54%,3.72%,1181.88,91.97,5.35,5.26,1.54,3.72
1904.05,6.5,0.33,0.51,8.09,1904.37,3.43,219.42,11.25,1189.24,17.33,93.91,15.53,18.46,5.12%,1.0,6.47,5.20%,1.21%,3.99%,1189.24,93.91,5.12,5.2,1.21,3.99
1904.06,6.51,0.33,0.51,8.09,1904.46,3.43,219.76,11.14,1196.10,17.22,93.7,15.47,18.42,5.14%,1.0,6.48,5.14%,1.22%,3.92%,1196.1,93.7,5.14,5.14,1.22,3.92
1904.07,6.78,0.33,0.51,8.09,1904.54,3.44,228.87,11.03,1250.71,17.1,93.47,16.04,19.11,4.90%,1.0,6.5,4.02%,1.12%,2.90%,1250.71,93.47,4.9,4.02,1.12,2.9
1904.08,7.01,0.32,0.5,8.18,1904.62,3.45,233.88,10.79,1283.02,16.79,92.12,16.3,19.45,4.62%,1.0,6.44,3.60%,1.05%,2.56%,1283.02,92.12,4.62,3.6,1.05,2.56
1904.09,7.32,0.32,0.5,8.28,1904.71,3.45,241.42,10.55,1329.18,16.49,90.79,16.74,19.99,4.43%,1.0,6.38,3.29%,1.17%,2.12%,1329.18,90.79,4.43,3.29,1.17,2.12
1904.1,7.75,0.32,0.5,8.28,1904.79,3.46,255.6,10.44,1412.05,16.38,90.5,17.63,21.07,4.41%,1.0,6.39,2.81%,1.28%,1.54%,1412.05,90.5,4.41,2.81,1.28,1.54
1904.11,8.17,0.31,0.49,8.47,1904.87,3.47,263.4,10.1,1459.78,15.9,88.14,18.08,21.61,4.50%,1.0,6.26,2.42%,1.41%,1.00%,1459.78,88.14,4.5,2.42,1.41,1.0
1904.12,8.25,0.31,0.49,8.47,1904.96,3.47,265.98,9.99,1478.69,15.8,87.83,18.16,21.72,4.61%,1.0,6.28,1.99%,1.52%,0.47%,1478.69,87.83,4.61,1.99,1.52,0.47
1905.01,8.43,0.31,0.51,8.47,1905.04,3.48,271.78,10.05,1515.61,16.28,90.79,18.46,22.09,4.52%,1.0,6.29,1.96%,1.53%,0.44%,1515.61,90.79,4.52,1.96,1.53,0.44
1905.02,8.8,0.31,0.52,8.47,1905.12,3.48,283.71,10.1,1586.83,16.76,93.77,19.17,22.94,4.32%,1.0,6.31,1.51%,1.64%,-0.14%,1586.83,93.77,4.32,1.51,1.64,-0.14
1905.03,9.05,0.32,0.54,8.37,1905.21,3.47,295.08,10.27,1655.23,17.44,97.85,19.83,23.74,4.03%,1.0,6.41,1.48%,1.65%,-0.16%,1655.23,97.85,4.03,1.48,1.65,-0.16
1905.04,8.94,0.32,0.55,8.37,1905.29,3.47,291.5,10.33,1639.93,17.93,100.89,19.48,23.33,3.69%,1.0,6.43,2.26%,1.56%,0.70%,1639.93,100.89,3.69,2.26,1.56,0.7
1905.05,8.5,0.32,0.57,8.28,1905.37,3.46,280.34,10.5,1582.07,18.63,105.16,18.63,22.31,3.67%,1.0,6.52,2.33%,1.36%,0.97%,1582.07,105.16,3.67,2.33,1.36,0.97
1905.06,8.6,0.32,0.58,8.28,1905.46,3.46,283.63,10.55,1605.65,19.13,108.29,18.74,22.45,3.51%,1.0,6.54,2.34%,1.37%,0.97%,1605.65,108.29,3.51,2.34,1.37,0.97
1905.07,8.87,0.32,0.6,8.28,1905.54,3.46,292.54,10.61,1661.06,19.62,111.42,19.21,23.01,3.52%,1.0,6.56,2.00%,1.39%,0.61%,1661.06,111.42,3.52,2.0,1.39,0.61
1905.08,9.2,0.32,0.61,8.37,1905.62,3.45,299.97,10.54,1708.26,19.89,113.27,19.57,23.45,3.69%,1.0,6.51,2.18%,1.52%,0.66%,1708.26,113.27,3.69,2.18,1.52,0.66
1905.09,9.23,0.33,0.63,8.28,1905.71,3.45,304.41,10.72,1738.63,20.61,117.73,19.74,23.65,3.53%,1.0,6.61,2.42%,1.42%,1.00%,1738.63,117.73,3.53,2.42,1.42,1.0
1905.1,9.36,0.33,0.64,8.28,1905.79,3.44,308.7,10.77,1768.24,21.11,120.91,19.9,23.83,3.49%,1.0,6.63,2.73%,1.33%,1.40%,1768.24,120.91,3.49,2.73,1.33,1.4
1905.11,9.31,0.33,0.66,8.37,1905.87,3.44,303.56,10.7,1743.91,21.36,122.69,19.44,23.28,3.73%,1.0,6.57,3.17%,1.37%,1.80%,1743.91,122.69,3.73,3.17,1.37,1.8
1905.12,9.54,0.33,0.67,8.47,1905.96,3.43,307.57,10.64,1772.03,21.6,124.45,19.58,23.43,3.96%,1.0,6.52,3.07%,1.50%,1.57%,1772.03,124.45,3.96,3.07,1.5,1.57
1906.01,9.87,0.34,0.68,8.47,1906.04,3.43,318.21,10.83,1838.52,21.84,126.2,20.13,24.08,3.97%,1.0,6.54,2.46%,1.41%,1.05%,1838.52,126.2,3.97,2.46,1.41,1.05
1906.02,9.8,0.34,0.69,8.47,1906.12,3.45,315.95,11.02,1830.78,22.08,127.97,19.87,23.75,4.16%,1.0,6.55,2.41%,1.42%,0.98%,1830.78,127.97,4.16,2.41,1.42,0.98
1906.03,9.56,0.35,0.69,8.47,1906.21,3.47,308.21,11.2,1791.36,22.33,129.76,19.26,23.02,4.30%,1.0,6.56,2.54%,1.34%,1.21%,1791.36,129.76,4.3,2.54,1.34,1.21
1906.04,9.43,0.35,0.7,8.47,1906.29,3.49,304.02,11.39,1772.52,22.57,131.58,18.88,22.56,4.54%,1.0,6.57,2.48%,1.25%,1.23%,1772.52,131.58,4.54,2.48,1.25,1.23
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,292.67,11.45,1711.91,22.56,131.94,18.05,21.57,5.02%,1.0,6.5,3.01%,1.28%,1.74%,1711.91,131.94,5.02,3.01,1.28,1.74
1906.06,9.3,0.37,0.72,8.56,1906.46,3.53,296.5,11.64,1739.96,22.8,133.77,18.17,21.72,5.12%,1.0,6.51,2.89%,1.19%,1.70%,1739.96,133.77,5.12,2.89,1.19,1.7
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,298.8,12.23,1759.49,23.83,140.31,18.2,21.75,4.75%,1.0,6.74,2.68%,0.86%,1.82%,1759.49,140.31,4.75,2.68,0.86,1.82
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,313.69,12.14,1853.11,23.53,139.03,18.97,22.67,4.74%,1.0,6.6,2.18%,1.00%,1.18%,1853.11,139.03,4.74,2.18,1.0,1.18
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,319.77,12.19,1895.02,23.51,139.34,19.2,22.94,4.77%,1.0,6.53,2.22%,0.94%,1.28%,1895.02,139.34,4.77,2.22,0.94,1.28
1906.1,9.73,0.39,0.75,8.75,1906.79,3.61,303.46,12.11,1804.35,23.24,138.15,18.1,21.62,4.99%,1.0,6.4,2.90%,0.99%,1.91%,1804.35,138.15,4.99,2.9,0.99,1.91
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,306.37,12.16,1827.67,23.22,138.5,18.14,21.68,4.76%,1.0,6.34,2.87%,0.94%,1.93%,1827.67,138.5,4.76,2.87,0.94,1.93
1906.12,9.84,0.4,0.76,8.94,1906.96,3.65,300.36,12.21,1797.91,23.2,138.86,17.66,21.11,5.00%,1.0,6.28,2.58%,0.97%,1.61%,1797.91,138.86,5.0,2.58,0.97,1.61
1907.01,9.56,0.4,0.75,8.85,1907.04,3.67,294.95,12.44,1771.74,23.19,139.31,17.22,20.6,5.32%,1.0,6.36,2.45%,0.78%,1.67%,1771.74,139.31,5.32,2.45,0.78,1.67
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,279.68,12.28,1686.15,22.45,135.35,16.22,19.41,5.88%,1.0,6.23,2.16%,0.74%,1.42%,1686.15,135.35,5.88,2.16,0.74,1.42
1907.03,8.35,0.41,0.74,8.94,1907.21,3.7,254.88,12.52,1542.92,22.44,135.81,14.69,17.6,6.40%,1.0,6.31,3.44%,0.62%,2.81%,1542.92,135.81,6.4,3.44,0.62,2.81
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,256.1,12.62,1556.67,22.18,134.83,14.67,17.59,6.54%,1.0,6.32,2.74%,0.13%,2.61%,1556.67,134.83,6.54,2.74,0.13,2.61
1907.05,8.1,0.42,0.72,9.13,1907.37,3.74,242.1,12.45,1477.86,21.47,131.06,13.79,16.56,7.33%,1.0,6.2,2.82%,0.18%,2.64%,1477.86,131.06,7.33,2.82,0.18,2.64
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,231.91,12.42,1422.00,21.0,128.78,13.14,15.81,7.78%,1.0,6.15,3.32%,0.12%,3.20%,1422.0,128.78,7.78,3.32,0.12,3.2
1907.07,8.14,0.42,0.7,9.23,1907.54,3.77,240.79,12.52,1482.82,20.76,127.82,13.59,16.36,7.52%,1.0,6.16,2.82%,0.28%,2.55%,1482.82,127.82,7.52,2.82,0.28,2.55
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,222.74,12.62,1378.17,20.51,126.89,12.51,15.09,7.67%,1.0,6.17,3.17%,0.12%,3.06%,1378.17,126.89,7.67,3.17,0.12,3.06
1907.09,7.45,0.43,0.69,9.23,1907.71,3.8,220.38,12.72,1370.09,20.26,125.97,12.33,14.9,7.48%,1.0,6.18,2.56%,-0.11%,2.68%,1370.09,125.97,7.48,2.56,-0.11,2.68
1907.1,6.64,0.43,0.68,9.32,1907.79,3.82,194.41,12.69,1215.24,19.81,123.85,10.83,13.12,8.83%,1.0,6.13,3.14%,-0.16%,3.31%,1215.24,123.85,8.83,3.14,-0.16,3.31
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,190.78,13.33,1199.48,20.4,128.26,10.59,12.86,8.60%,1.0,6.4,2.47%,-0.58%,3.05%,1199.48,128.26,8.6,2.47,-0.58,3.05
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,204.91,13.72,1295.49,20.58,130.14,11.33,13.8,7.74%,1.0,6.55,1.26%,-0.95%,2.21%,1295.49,130.14,7.74,1.26,-0.95,2.21
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,215.99,13.77,1372.80,20.6,130.93,11.9,14.52,7.19%,1.0,6.64,1.13%,-1.27%,2.40%,1372.8,130.93,7.19,1.13,-1.27,2.4
1908.02,6.6,0.43,0.65,8.56,1908.12,3.86,210.42,13.81,1344.71,20.62,131.76,11.55,14.13,7.19%,1.0,6.74,1.65%,-1.45%,3.10%,1344.71,131.76,7.19,1.65,-1.45,3.1
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,219.02,13.71,1407.02,20.4,131.08,11.98,14.68,6.89%,1.0,6.76,1.13%,-1.37%,2.51%,1407.02,131.08,6.89,1.13,-1.37,2.51
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,228.28,13.45,1473.71,19.97,128.91,12.45,15.28,6.70%,1.0,6.71,0.50%,-1.40%,1.90%,1473.71,128.91,6.7,0.5,-1.4,1.9
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,240.58,13.35,1560.27,19.76,128.15,13.08,16.07,5.63%,1.0,6.74,0.10%,-1.61%,1.71%,1560.27,128.15,5.63,0.1,-1.61,1.71
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,240.9,13.24,1569.47,19.55,127.37,13.05,16.06,6.35%,1.0,6.77,-0.01%,-1.74%,1.73%,1569.47,127.37,6.35,-0.01,-1.74,1.73
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,247.01,13.0,1616.36,19.13,125.17,13.35,16.44,6.45%,1.0,6.72,-0.42%,-1.89%,1.47%,1616.36,125.17,6.45,-0.42,-1.89,1.47
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,257.61,12.89,1692.78,18.92,124.34,13.88,17.12,6.17%,1.0,6.75,-0.92%,-2.08%,1.16%,1692.78,124.34,6.17,-0.92,-2.08,1.16
1908.09,8.17,0.41,0.6,8.75,1908.71,3.8,254.81,12.79,1681.34,18.71,123.48,13.7,16.92,6.27%,1.0,6.77,-1.03%,-2.27%,1.24%,1681.34,123.48,6.27,-1.03,-2.27,1.24
1908.1,8.27,0.41,0.59,8.85,1908.79,3.79,255.15,12.55,1690.53,18.31,121.28,13.69,16.92,6.40%,1.0,6.73,-0.80%,-2.34%,1.55%,1690.53,121.28,6.4,-0.8,-2.34,1.55
1908.11,8.83,0.4,0.59,8.94,1908.87,3.78,269.53,12.31,1792.59,17.91,119.11,14.44,17.85,6.14%,1.0,6.68,-1.25%,-2.42%,1.16%,1792.59,119.11,6.14,-1.25,-2.42,1.16
1908.12,9.03,0.4,0.58,9.04,1908.96,3.77,272.74,12.08,1820.59,17.52,116.94,14.58,18.04,6.04%,1.0,6.64,-1.66%,-2.43%,0.76%,1820.59,116.94,6.04,-1.66,-2.43,0.76
