Date,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float
1882.07,6.0,0.32,0.43,10.47,1882.54,3.63,156.51,8.35,312.17,11.33,22.59,15.24,19.56,0.91%,1.0,2.32,8.11%,7.46%,0.65%,312.17,22.59,0.91,8.11,7.46,0.65
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,159.75,8.27,320.02,11.2,22.44,15.53,19.91,0.80%,1.0,2.3,7.89%,7.41%,0.49%,320.02,22.44,0.8,7.89,7.41,0.49
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,165.78,8.5,333.52,11.49,23.12,16.08,20.62,0.24%,1.0,2.37,7.21%,7.10%,0.11%,333.52,23.12,0.24,7.21,7.1,0.11
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,162.77,8.58,328.9,11.58,23.39,15.76,20.19,0.49%,1.0,2.4,7.62%,6.99%,0.62%,328.9,23.39,0.49,7.62,6.99,0.62
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,157.27,8.66,319.24,11.66,23.67,15.19,19.47,0.35%,1.0,2.43,7.66%,6.61%,1.05%,319.24,23.67,0.35,7.66,6.61,1.05
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,159.59,8.74,325.42,11.75,23.96,15.38,19.7,0.32%,1.0,2.46,7.24%,6.37%,0.88%,325.42,23.96,0.32,7.24,6.37,0.88
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,158.77,8.77,325.24,11.68,23.93,15.27,19.56,0.36%,1.0,2.47,7.08%,5.97%,1.12%,325.24,23.93,0.36,7.08,5.97,1.12
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,153.75,8.71,316.45,11.5,23.68,14.76,18.9,0.47%,1.0,2.45,7.10%,5.94%,1.15%,316.45,23.68,0.47,7.1,5.94,1.15
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,157.13,8.81,324.91,11.55,23.87,15.05,19.27,0.25%,1.0,2.49,6.72%,6.10%,0.61%,324.91,23.87,0.25,6.72,6.1,0.61
1883.04,5.87,0.32,0.42,9.9,1883.29,3.63,161.95,8.92,336.42,11.59,24.07,15.48,19.82,-0.03%,1.0,2.52,6.52%,6.13%,0.38%,336.42,24.07,-0.03,6.52,6.13,0.38
1883.05,5.77,0.32,0.42,9.8,1883.37,3.63,160.74,9.03,335.47,11.63,24.27,15.34,19.63,0.15%,1.0,2.55,5.74%,6.17%,-0.43%,335.47,24.27,0.15,5.74,6.17,-0.43
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,166.99,9.33,350.14,11.91,24.97,15.9,20.36,-0.08%,1.0,2.63,5.09%,6.13%,-1.04%,350.14,24.97,-0.08,5.09,6.13,-1.04
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,167.77,9.54,353.43,12.08,25.44,15.95,20.41,-0.29%,1.0,2.7,4.29%,6.19%,-1.90%,353.43,25.44,-0.29,4.29,6.19,-1.9
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,160.16,9.57,339.08,12.0,25.42,15.2,19.45,0.02%,1.0,2.7,4.94%,6.62%,-1.68%,339.08,25.42,0.02,4.94,6.62,-1.68
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,163.58,9.69,348.04,12.05,25.65,15.49,19.83,-0.20%,1.0,2.74,5.02%,6.09%,-1.07%,348.04,25.65,-0.2,5.02,6.09,-1.07
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,159.14,9.71,340.32,11.98,25.62,15.05,19.26,0.21%,1.0,2.75,5.47%,5.96%,-0.48%,340.32,25.62,0.21,5.47,5.96,-0.48
1883.11,5.46,0.33,0.4,9.13,1883.87,3.62,163.19,9.84,350.73,12.03,25.86,15.41,19.72,0.26%,1.0,2.79,5.64%,6.13%,-0.49%,350.73,25.86,0.26,5.64,6.13,-0.49
1883.12,5.34,0.33,0.4,9.23,1883.96,3.62,157.96,9.76,341.24,11.83,25.56,14.9,19.07,0.36%,1.0,2.77,5.75%,6.38%,-0.64%,341.24,25.56,0.36,5.75,6.38,-0.64
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,153.23,9.71,332.76,11.61,25.21,14.43,18.48,0.42%,1.0,2.78,6.14%,6.68%,-0.54%,332.76,25.21,0.42,6.14,6.68,-0.54
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,157.37,9.66,343.5,11.39,24.86,14.81,18.96,0.26%,1.0,2.79,6.14%,6.84%,-0.70%,343.5,24.86,0.26,6.14,6.84,-0.7
1884.03,5.3,0.33,0.38,9.23,1884.21,3.6,156.78,9.61,343.96,11.17,24.5,14.74,18.88,0.30%,1.0,2.8,6.79%,7.16%,-0.37%,343.96,24.5,0.3,6.79,7.16,-0.37
1884.04,5.06,0.32,0.37,9.04,1884.29,3.6,152.83,9.76,337.08,11.18,24.65,14.35,18.4,0.43%,1.0,2.87,7.19%,6.94%,0.25%,337.08,24.65,0.43,7.19,6.94,0.25
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,143.47,9.93,318.26,11.18,24.81,13.47,17.27,0.77%,1.0,2.94,7.45%,6.73%,0.72%,318.26,24.81,0.77,7.45,6.73,0.72
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,137.6,9.87,307.08,10.95,24.44,12.91,16.58,1.33%,1.0,2.95,7.74%,6.74%,1.00%,307.08,24.44,1.33,7.74,6.74,1.0
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,139.1,9.93,312.26,10.84,24.33,13.04,16.77,1.08%,1.0,2.99,7.38%,6.63%,0.74%,312.26,24.33,1.08,7.38,6.63,0.74
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,147.83,9.88,333.71,10.6,23.94,13.86,17.83,0.71%,1.0,3.0,6.80%,6.34%,0.46%,333.71,23.94,0.71,6.8,6.34,0.46
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,144.73,9.93,328.57,10.48,23.8,13.57,17.47,0.77%,1.0,3.05,7.03%,6.09%,0.94%,328.57,23.8,0.77,7.03,6.09,0.94
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,141.55,9.99,323.25,10.36,23.66,13.27,17.11,0.99%,1.0,3.09,7.21%,6.28%,0.93%,323.25,23.66,0.99,7.21,6.28,0.93
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,141.84,10.16,325.83,10.35,23.78,13.3,17.17,0.85%,1.0,3.17,7.17%,6.05%,1.12%,325.83,23.78,0.85,7.17,6.05,1.12
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,143.14,10.22,330.78,10.22,23.63,13.43,17.36,0.67%,1.0,3.22,7.11%,6.09%,1.02%,330.78,23.63,0.67,7.11,6.09,1.02
1885.01,4.24,0.3,0.31,8.28,1885.04,3.52,139.84,10.03,325.09,10.12,23.52,13.13,16.99,0.85%,1.0,3.23,7.21%,6.10%,1.11%,325.09,23.52,0.85,7.21,6.1,1.11
1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,142.49,9.73,333.13,9.89,23.12,13.38,17.33,0.83%,1.0,3.21,6.84%,6.20%,0.64%,333.13,23.12,0.83,6.84,6.2,0.64
1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,146.14,9.76,343.56,10.01,23.53,13.73,17.8,0.43%,1.0,3.3,6.56%,5.93%,0.62%,343.56,23.53,0.43,6.56,5.93,0.62
1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,144.13,9.46,340.69,9.79,23.13,13.55,17.58,0.57%,1.0,3.27,6.68%,5.59%,1.10%,340.69,23.13,0.57,6.68,5.59,1.1
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,145.83,9.48,346.58,9.9,23.53,13.71,17.8,0.51%,1.0,3.36,6.96%,5.17%,1.79%,346.58,23.53,0.51,6.96,5.17,1.79
1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,148.65,9.51,355.17,10.03,23.95,13.98,18.17,0.32%,1.0,3.46,6.80%,4.76%,2.04%,355.17,23.95,0.32,6.8,4.76,2.04
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,152.35,9.2,365.83,9.79,23.52,14.33,18.63,0.28%,1.0,3.43,6.71%,5.01%,1.70%,365.83,23.52,0.28,6.71,5.01,1.7
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,160.89,8.99,388.14,9.68,23.35,15.13,19.68,-0.16%,1.0,3.44,6.42%,5.13%,1.29%,388.14,23.35,-0.16,6.42,5.13,1.29
1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,160.75,8.9,389.6,9.68,23.46,15.12,19.66,-0.18%,1.0,3.5,6.48%,4.99%,1.50%,389.6,23.46,-0.18,6.48,4.99,1.5
1885.1,4.92,0.25,0.28,7.9,1885.79,3.41,170.08,8.7,413.98,9.57,23.28,15.99,20.8,-0.53%,1.0,3.51,5.72%,4.97%,0.75%,413.98,23.28,-0.53,5.72,4.97,0.75
1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,178.99,8.4,437.36,9.34,22.81,16.82,21.88,-0.63%,1.0,3.48,4.82%,5.07%,-0.26%,437.36,22.81,-0.63,4.82,5.07,-0.26
1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,173.49,8.01,425.56,9.01,22.1,16.3,21.19,-0.11%,1.0,3.42,4.65%,5.45%,-0.79%,425.56,22.1,-0.11,4.65,5.45,-0.79
1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,177.62,8.14,437.36,9.39,23.13,16.69,21.69,-0.39%,1.0,3.51,4.43%,5.33%,-0.90%,437.36,23.13,-0.39,4.43,5.33,-0.9
1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,181.04,8.09,447.43,9.56,23.64,17.01,22.09,-0.51%,1.0,3.52,4.81%,5.51%,-0.70%,447.43,23.64,-0.51,4.81,5.51,-0.7
1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,179.42,8.12,445.09,9.85,24.44,16.84,21.87,-0.58%,1.0,3.56,4.74%,5.41%,-0.67%,445.09,24.44,-0.58,4.74,5.41,-0.67
1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,179.16,8.16,446.13,10.15,25.27,16.8,21.81,-0.61%,1.0,3.61,5.00%,5.46%,-0.46%,446.13,25.27,-0.61,5.0,5.46,-0.46
1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,180.05,8.31,450.08,10.58,26.45,16.86,21.89,-0.54%,1.0,3.71,5.05%,5.39%,-0.33%,450.08,26.45,-0.54,5.05,5.39,-0.33
1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,190.68,8.35,478.4,10.9,27.34,17.83,23.13,-0.72%,1.0,3.77,4.42%,5.44%,-1.02%,478.4,27.34,-0.72,4.42,5.44,-1.02
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,191.17,8.19,481.33,10.94,27.54,17.85,23.13,-0.62%,1.0,3.73,3.69%,5.60%,-1.90%,481.33,27.54,-0.62,3.69,5.6,-1.9
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,190.23,8.03,480.64,10.98,27.75,17.72,22.95,-0.56%,1.0,3.69,3.14%,5.76%,-2.61%,480.64,27.75,-0.56,3.14,5.76,-2.61
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,195.18,7.97,494.85,11.16,28.29,18.15,23.48,-0.80%,1.0,3.69,3.41%,5.78%,-2.37%,494.85,28.29,-0.8,3.41,5.78,-2.37
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,200.14,7.91,509.09,11.34,28.83,18.56,24.0,-1.11%,1.0,3.7,3.08%,5.49%,-2.41%,509.09,28.83,-1.11,3.08,5.49,-2.41
1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,205.1,7.85,523.37,11.51,29.38,18.97,24.5,-1.32%,1.0,3.71,3.21%,5.21%,-2.00%,523.37,29.38,-1.32,3.21,5.21,-2.0
1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,197.35,7.7,505.23,11.55,29.56,18.19,23.49,-1.17%,1.0,3.67,3.23%,5.37%,-2.14%,505.23,29.56,-1.17,3.23,5.37,-2.14
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,190.6,7.6,489.58,11.36,29.17,17.51,22.59,-0.90%,1.0,3.59,3.89%,5.95%,-2.06%,489.58,29.17,-0.9,3.89,5.95,-2.06
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,187.01,7.6,481.97,11.31,29.14,17.13,22.08,-0.41%,1.0,3.55,3.99%,6.09%,-2.10%,481.97,29.14,-0.41,3.99,6.09,-2.1
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,191.4,7.68,494.93,11.39,29.46,17.47,22.52,-0.10%,1.0,3.56,3.78%,6.10%,-2.33%,494.93,29.46,-0.1,3.78,6.1,-2.33
1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,195.79,7.76,507.95,11.48,29.78,17.82,22.95,-0.49%,1.0,3.57,3.37%,6.28%,-2.90%,507.95,29.78,-0.49,3.37,6.28,-2.9
1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,199.16,7.85,518.41,11.56,30.09,18.08,23.26,-0.76%,1.0,3.57,3.41%,6.45%,-3.04%,518.41,30.09,-0.76,3.41,6.45,-3.04
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,195.73,8.03,511.21,11.78,30.78,17.71,22.78,-0.23%,1.0,3.62,4.06%,6.34%,-2.28%,511.21,30.78,-0.23,4.06,6.34,-2.28
1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,193.25,8.21,506.51,12.01,31.49,17.43,22.42,-0.37%,1.0,3.67,4.65%,6.22%,-1.58%,506.51,31.49,-0.37,4.65,6.22,-1.58
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,186.16,8.2,489.74,11.96,31.45,16.74,21.52,0.35%,1.0,3.64,5.23%,5.89%,-0.66%,489.74,31.45,0.35,5.23,5.89,-0.66
1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,185.99,8.38,491.11,12.19,32.18,16.68,21.43,0.34%,1.0,3.69,5.43%,5.47%,-0.05%,491.11,32.18,0.34,5.43,5.47,-0.05
1887.1,5.2,0.25,0.36,7.99,1887.79,3.63,177.62,8.37,470.87,12.13,32.15,15.88,20.41,0.74%,1.0,3.65,5.71%,5.76%,-0.05%,470.87,32.15,0.74,5.71,5.76,-0.05
1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,178.91,8.35,476.13,12.07,32.12,15.95,20.5,1.01%,1.0,3.61,5.25%,5.90%,-0.65%,476.13,32.12,1.01,5.25,5.9,-0.65
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,173.81,8.25,464.37,11.87,31.72,15.46,19.86,1.43%,1.0,3.54,5.77%,6.16%,-0.39%,464.37,31.72,1.43,5.77,6.16,-0.39
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,173.14,8.1,464.38,11.47,30.76,15.36,19.73,1.87%,1.0,3.51,6.09%,6.29%,-0.21%,464.38,30.76,1.87,6.09,6.29,-0.21
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,174.14,8.14,468.89,11.32,30.49,15.42,19.81,1.85%,1.0,3.56,5.85%,6.02%,-0.17%,468.89,30.49,1.85,5.85,6.02,-0.17
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,167.54,8.08,452.94,11.05,29.87,14.81,19.03,2.35%,1.0,3.58,5.76%,6.02%,-0.26%,452.94,29.87,2.35,5.76,6.02,-0.26
1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,170.16,8.12,461.84,10.9,29.58,15.02,19.3,2.26%,1.0,3.64,5.40%,5.90%,-0.49%,461.84,29.58,2.26,5.4,5.9,-0.49
1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,174.52,8.16,475.53,10.74,29.28,15.39,19.77,2.33%,1.0,3.7,5.08%,5.06%,0.03%,475.53,29.28,2.33,5.08,5.06,0.03
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,171.13,8.2,468.16,10.59,28.97,15.08,19.38,2.59%,1.0,3.76,6.41%,5.65%,0.76%,468.16,28.97,2.59,6.41,5.65,0.76
1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,173.51,8.04,476.49,10.18,27.97,15.28,19.64,2.53%,1.0,3.73,6.45%,5.92%,0.52%,476.49,27.97,2.53,6.45,5.92,0.52
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,177.22,7.99,488.52,9.9,27.29,15.6,20.05,2.30%,1.0,3.75,6.60%,5.92%,0.68%,488.52,27.29,2.3,6.6,5.92,0.68
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,181.61,7.93,502.44,9.62,26.62,15.99,20.54,2.16%,1.0,3.76,6.32%,5.92%,0.40%,502.44,26.62,2.16,6.32,5.92,0.4
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,178.5,7.78,495.62,9.23,25.63,15.72,20.19,2.52%,1.0,3.74,6.27%,6.04%,0.23%,495.62,25.63,2.52,6.27,6.04,0.23
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,172.82,7.64,481.62,8.85,24.66,15.22,19.56,2.97%,1.0,3.71,6.96%,6.17%,0.79%,481.62,24.66,2.97,6.96,6.17,0.79
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,169.52,7.59,474.19,8.57,23.99,14.95,19.21,3.34%,1.0,3.73,7.65%,6.02%,1.63%,474.19,23.99,3.34,7.65,6.02,1.63
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,178.99,7.83,502.51,8.99,25.25,15.8,20.31,2.53%,1.0,3.88,7.84%,5.64%,2.20%,502.51,25.25,2.53,7.84,5.64,2.2
1889.02,5.3,0.23,0.27,7.9,1889.12,3.45,183.22,7.89,516.23,9.22,25.98,16.19,20.81,2.14%,1.0,3.93,7.68%,5.22%,2.47%,516.23,25.98,2.14,7.68,5.22,2.47
1889.03,5.19,0.23,0.27,7.8,1889.21,3.45,181.61,7.96,513.55,9.45,26.72,16.07,20.65,2.19%,1.0,3.99,7.92%,5.08%,2.84%,513.55,26.72,2.19,7.92,5.08,2.84
1889.04,5.18,0.23,0.27,7.8,1889.29,3.44,181.26,7.93,514.43,9.56,27.14,16.05,20.63,2.31%,1.0,4.01,7.92%,4.93%,2.99%,514.43,27.14,2.31,7.92,4.93,2.99
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,190.81,8.1,543.46,9.92,28.27,16.92,21.73,1.75%,1.0,4.12,6.90%,4.66%,2.24%,543.46,28.27,1.75,6.9,4.66,2.24
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,194.04,8.07,554.57,10.04,28.7,17.22,22.11,1.77%,1.0,4.13,6.33%,4.51%,1.82%,554.57,28.7,1.77,6.33,4.51,1.82
1889.07,5.3,0.22,0.28,7.61,1889.54,3.44,190.09,8.04,545.21,10.16,29.14,16.89,21.68,1.77%,1.0,4.15,6.76%,4.36%,2.39%,545.21,29.14,1.77,6.76,4.36,2.39
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,192.6,8.01,554.32,10.28,29.59,17.13,21.97,1.68%,1.0,4.16,6.74%,4.22%,2.52%,554.32,29.59,1.68,6.74,4.22,2.52
1889.09,5.5,0.22,0.29,7.71,1889.71,3.43,194.83,7.88,562.62,10.27,29.67,17.35,22.24,1.40%,1.0,4.12,6.09%,3.94%,2.14%,562.62,29.67,1.4,6.09,3.94,2.14
1889.1,5.4,0.22,0.29,7.71,1889.79,3.43,191.29,7.85,554.28,10.39,30.11,17.05,21.84,0.96%,1.0,4.13,6.09%,3.80%,2.29%,554.28,30.11,0.96,6.09,3.8,2.29
1889.11,5.35,0.22,0.3,7.71,1889.87,3.43,189.52,7.82,551.04,10.51,30.56,16.91,21.64,0.50%,1.0,4.14,6.25%,3.67%,2.58%,551.04,30.56,0.5,6.25,3.67,2.58
1889.12,5.32,0.22,0.3,7.8,1889.96,3.42,186.16,7.7,543.13,10.5,30.63,16.61,21.25,0.44%,1.0,4.11,5.56%,3.66%,1.90%,543.13,30.63,0.44,5.56,3.66,1.9
1890.01,5.38,0.22,0.3,7.61,1890.04,3.42,192.96,7.89,564.91,10.73,31.42,17.22,22.02,-0.30%,1.0,4.22,5.32%,3.40%,1.92%,564.91,31.42,-0.3,5.32,3.4,1.92
1890.02,5.32,0.22,0.3,7.61,1890.12,3.44,190.81,7.89,560.53,10.7,31.43,17.03,21.76,-0.25%,1.0,4.23,5.49%,3.29%,2.20%,560.53,31.43,-0.25,5.49,3.29,2.2
1890.03,5.28,0.22,0.3,7.61,1890.21,3.45,189.37,7.89,558.25,10.67,31.45,16.9,21.58,-0.31%,1.0,4.23,5.65%,3.31%,2.35%,558.25,31.45,-0.31,5.65,3.31,2.35
1890.04,5.39,0.22,0.3,7.61,1890.29,3.47,193.32,7.89,571.82,10.64,31.48,17.26,22.02,-0.08%,1.0,4.24,5.57%,3.32%,2.25%,571.82,31.48,-0.08,5.57,3.32,2.25
1890.05,5.62,0.22,0.3,7.71,1890.37,3.49,199.08,7.79,590.78,10.48,31.09,17.79,22.68,0.15%,1.0,4.19,5.00%,3.71%,1.29%,590.78,31.09,0.15,5.0,3.71,1.29
1890.06,5.58,0.22,0.3,7.71,1890.46,3.5,197.66,7.79,588.5,10.45,31.11,17.68,22.53,0.36%,1.0,4.2,4.89%,3.86%,1.04%,588.5,31.11,0.36,4.89,3.86,1.04
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,196.25,7.79,586.21,10.42,31.13,17.59,22.38,0.38%,1.0,4.21,4.84%,3.74%,1.10%,586.21,31.13,0.38,4.84,3.74,1.1
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,184.8,7.51,553.88,10.02,30.03,16.6,21.1,1.06%,1.0,4.06,5.75%,4.26%,1.49%,553.88,30.03,1.06,5.75,4.26,1.49
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,179.59,7.43,540.12,9.87,29.7,16.17,20.54,1.22%,1.0,4.02,5.68%,4.27%,1.40%,540.12,29.7,1.22,5.68,4.27,1.4
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,171.48,7.43,517.61,9.85,29.72,15.48,19.65,1.48%,1.0,4.03,6.68%,4.42%,2.26%,517.61,29.72,1.48,6.68,4.42,2.26
1890.11,4.71,0.22,0.29,7.9,1890.87,3.59,162.83,7.61,493.39,10.05,30.46,14.75,18.7,1.45%,1.0,4.13,8.04%,4.18%,3.86%,493.39,30.46,1.45,8.04,4.18,3.86
1890.12,4.6,0.22,0.29,7.9,1890.96,3.6,159.02,7.61,483.79,10.03,30.5,14.44,18.31,1.47%,1.0,4.14,9.07%,4.33%,4.74%,483.79,30.5,1.47,9.07,4.33,4.74
1891.01,4.84,0.22,0.29,7.8,1891.04,3.62,169.36,7.7,517.19,10.29,31.44,15.43,19.55,0.99%,1.0,4.2,8.55%,4.08%,4.47%,517.19,31.44,0.99,8.55,4.08,4.47
1891.02,4.9,0.22,0.3,7.9,1891.12,3.62,169.39,7.61,519.23,10.31,31.61,15.48,19.59,1.00%,1.0,4.16,8.96%,4.33%,4.63%,519.23,31.61,1.0,8.96,4.33,4.63
1891.03,4.81,0.22,0.3,7.99,1891.21,3.62,164.3,7.51,505.54,10.33,31.79,15.05,19.04,1.30%,1.0,4.12,9.67%,4.44%,5.23%,505.54,31.79,1.3,9.67,4.44,5.23
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,167.77,7.43,518.12,10.35,31.97,15.41,19.47,1.16%,1.0,4.09,10.46%,4.69%,5.78%,518.12,31.97,1.16,10.46,4.69,5.78
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,169.08,7.51,524.11,10.62,32.91,15.57,19.66,1.08%,1.0,4.15,9.80%,4.55%,5.25%,524.11,32.91,1.08,9.8,4.55,5.25
1891.06,4.85,0.22,0.32,7.8,1891.46,3.61,169.71,7.7,528.03,11.02,34.29,15.66,19.76,0.81%,1.0,4.26,10.80%,4.29%,6.51%,528.03,34.29,0.81,10.8,4.29,6.51
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,168.97,7.79,527.76,11.31,35.32,15.62,19.69,0.61%,1.0,4.33,9.94%,4.02%,5.92%,527.76,35.32,0.61,9.94,4.02,5.92
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,174.64,7.79,547.49,11.45,35.9,16.16,20.36,0.20%,1.0,4.34,9.59%,3.88%,5.71%,547.49,35.9,0.2,9.59,3.88,5.71
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,191.17,7.89,601.37,11.75,36.95,17.71,22.28,-0.83%,1.0,4.41,8.41%,3.61%,4.80%,601.37,36.95,-0.83,8.41,3.61,4.8
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,191.17,7.89,603.44,11.9,37.55,17.72,22.26,-0.92%,1.0,4.42,8.29%,3.60%,4.69%,603.44,37.55,-0.92,8.29,3.6,4.69
1891.11,5.25,0.22,0.34,7.52,1891.87,3.6,190.68,7.99,604,12.2,38.63,17.67,22.19,-0.93%,1.0,4.49,8.41%,3.33%,5.08%,604.0,38.63,-0.93,8.41,3.33,5.08
1891.12,5.41,0.22,0.34,7.52,1891.96,3.6,196.49,7.99,624.52,12.35,39.25,18.21,22.83,-1.10%,1.0,4.51,7.78%,3.20%,4.59%,624.52,39.25,-1.1,7.78,3.2,4.59
1892.01,5.51,0.22,0.34,7.33,1892.04,3.6,205.32,8.26,654.77,12.76,40.7,19.02,23.82,-1.58%,1.0,4.64,7.66%,3.04%,4.62%,654.77,40.7,-1.58,7.66,3.04,4.62
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,205.7,8.32,658.17,12.86,41.14,19.04,23.81,-1.69%,1.0,4.65,7.74%,3.04%,4.69%,658.17,41.14,-1.69,7.74,3.04,4.69
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,213.48,8.61,685.37,13.29,42.68,19.74,24.66,-2.14%,1.0,4.78,7.35%,2.77%,4.58%,685.37,42.68,-2.14,7.35,2.77,4.58
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,215.97,8.79,695.73,13.57,43.72,19.94,24.88,-2.42%,1.0,4.86,7.45%,2.51%,4.95%,695.73,43.72,-2.42,7.45,2.51,4.95
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,215.97,8.85,698.11,13.67,44.18,19.91,24.81,-2.51%,1.0,4.87,7.30%,2.38%,4.91%,698.11,44.18,-2.51,7.3,2.38,4.91
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,214.81,8.92,696.75,13.76,44.65,19.77,24.6,-2.58%,1.0,4.88,7.16%,2.26%,4.90%,696.75,44.65,-2.58,7.16,2.26,4.9
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,209.16,8.75,680.78,13.5,43.93,19.21,23.88,-2.10%,1.0,4.76,7.69%,2.53%,5.15%,680.78,43.93,-2.1,7.69,2.53,5.15
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,209.42,8.69,684,13.41,43.82,19.2,23.85,-2.07%,1.0,4.7,8.08%,2.79%,5.29%,684.0,43.82,-2.07,8.08,2.79,5.29
1892.09,5.48,0.24,0.36,7.33,1892.71,3.7,204.21,8.76,669.35,13.51,44.28,18.69,23.19,-1.68%,1.0,4.71,8.25%,2.67%,5.58%,669.35,44.28,-1.68,8.25,2.67,5.58
