Date,SP_Index,Dividend,Eearnings,CPI,Date_Fraction,Interest_Rate_GS10,Real_Price,Real_Dividend,Real_Total_Return_Price,Real_Earnings,Real_TR_Scaled_Earnings,CAPE,,TR_CAPE,10_Year_Avg_Real_Earnings,Current_Corporate_Tax_Rate,6M_Forward_Corporate_Tax_Rate,Nominal_Pre_Tax_Earnings_Per_Share,Real_Pre_Tax_Earnings_Per_Share,Buybacks/Dividends,Buybacks/Price,Num_Shares_Boughtback,10Y_Avg_Pre_Tax_Earnings,ADJ_CAPE,,Excess_CAPE_Yield,Monthly_Total_Bond_Returns,Real_Total_Bond_Returns,10Y_Annualized_Stock_Real_Return,10_Year_Annualized_Bond_Real_Return,Real_10Y_Excess_Annualized_Returns
1915.06,8.04,0.43,0.70,10.10,1915.46,4.16,215.57,11.40,"  2,006.98 ",18.77,  174.74 ,11.15,,14.55,19.33,1.00%,1.00%,0.71,18.96,0.50%,0.03%,98.89,19.28,11.18,,6.79%,1.00,7.50,3.91%,-0.79%,4.70%
1915.07,8.01,0.43,0.73,10.10,1915.54,4.15,214.76,11.42,"  2,008.34 ",19.57,  183.03 ,11.11,,14.50,19.32,1.00%,2.00%,0.74,19.77,0.50%,0.03%,98.89,19.08,11.25,,6.75%,1.00,7.54,4.12%,-0.91%,5.03%
1915.08,8.35,0.43,0.76,10.10,1915.62,4.13,223.88,11.44,"  2,102.51 ",20.38,  191.37 ,11.58,,15.11,19.33,1.00%,2.00%,0.77,20.58,0.50%,0.03%,98.88,19.09,11.73,,6.29%,1.00,7.57,3.83%,-0.91%,4.74%
1915.09,8.66,0.43,0.79,10.10,1915.71,4.11,232.19,11.46,"  2,189.54 ",21.18,  199.74 ,12.01,,15.66,19.33,1.00%,2.00%,0.80,21.40,0.50%,0.02%,98.88,19.09,12.16,,6.12%,1.00,7.61,3.69%,-0.92%,4.60%
1915.1,9.14,0.43,0.82,10.20,1915.79,4.10,242.66,11.37,"  2,297.18 ",21.77,  206.09 ,12.55,,16.35,19.34,1.00%,2.00%,0.83,21.99,0.50%,0.02%,98.88,19.10,12.70,,5.88%,1.00,7.57,3.57%,-0.82%,4.39%
1915.11,9.46,0.43,0.85,10.30,1915.87,4.08,248.72,11.28,"  2,363.42 ",22.35,  212.36 ,12.86,,16.74,19.34,1.00%,2.00%,0.86,22.57,0.50%,0.02%,98.88,19.11,13.02,,5.69%,1.00,7.53,3.46%,-0.90%,4.35%
1915.12,9.48,0.43,0.88,10.30,1915.96,4.07,249.24,11.31,"  2,377.37 ",23.14,  220.68 ,12.88,,16.75,19.35,1.00%,2.00%,0.89,23.37,0.50%,0.02%,98.88,19.12,13.04,,5.58%,1.00,7.56,3.66%,-0.84%,4.51%
1916.01,9.33,0.44,0.93,10.40,1916.04,4.05,242.94,11.48,"  2,326.38 ",24.33,  232.94 ,12.54,,16.30,19.37,2.00%,2.00%,0.95,24.82,0.50%,0.02%,98.87,19.14,12.70,,5.90%,1.00,7.53,4.09%,-0.75%,4.84%
1916.02,9.20,0.45,0.99,10.40,1916.12,4.07,239.55,11.76,"  2,303.35 ",25.73,  247.43 ,12.35,,16.03,19.39,2.00%,2.00%,1.01,26.26,0.50%,0.02%,98.87,19.16,12.50,,6.01%,1.00,7.54,4.25%,-0.72%,4.97%
1916.03,9.17,0.46,1.04,10.50,1916.21,4.08,236.50,11.93,"  2,283.53 ",26.87,  259.48 ,12.18,,15.79,19.42,2.00%,2.00%,1.06,27.42,0.50%,0.03%,98.87,19.20,12.32,,6.21%,1.00,7.49,3.71%,-0.54%,4.25%
1916.04,9.07,0.47,1.10,10.60,1916.29,4.10,231.71,12.09,"  2,247.05 ",28.03,  271.78 ,11.91,,15.42,19.46,2.00%,2.00%,1.12,28.60,0.50%,0.03%,98.87,19.24,12.04,,6.48%,1.00,7.43,3.58%,-0.47%,4.04%
1916.05,9.27,0.48,1.15,10.70,1916.37,4.11,234.61,12.25,"  2,285.04 ",29.13,  283.72 ,12.03,,15.55,19.51,2.00%,2.00%,1.17,29.72,0.50%,0.03%,98.87,19.29,12.16,,6.37%,1.00,7.38,3.58%,-0.28%,3.86%
1916.06,9.36,0.50,1.21,10.80,1916.46,4.13,234.69,12.41,"  2,295.93 ",30.21,  295.58 ,12.00,,15.49,19.56,2.00%,2.00%,1.23,30.83,0.50%,0.03%,98.86,19.35,12.13,,6.47%,1.00,7.33,4.12%,-0.10%,4.22%
1916.07,9.23,0.51,1.26,10.80,1916.54,4.14,231.43,12.68,"  2,274.39 ",31.57,  310.23 ,11.79,,15.21,19.63,2.00%,6.00%,1.28,32.21,0.50%,0.03%,98.86,18.63,12.43,,6.60%,1.00,7.34,4.81%,0.04%,4.77%
1916.08,9.30,0.52,1.31,10.90,1916.62,4.16,231.05,12.84,"  2,281.12 ",32.62,  322.06 ,11.73,,15.11,19.69,2.00%,6.00%,1.34,33.29,0.50%,0.03%,98.86,18.69,12.36,,6.49%,1.00,7.29,5.29%,0.22%,5.07%
1916.09,9.68,0.53,1.37,11.10,1916.71,4.17,236.16,12.87,"  2,342.14 ",33.37,  331.00 ,11.94,,15.36,19.77,2.00%,6.00%,1.40,34.06,0.50%,0.03%,98.86,18.77,12.58,,6.41%,1.00,7.18,5.16%,0.38%,4.78%
1916.1,9.98,0.54,1.42,11.30,1916.79,4.19,239.17,12.90,"  2,382.65 ",34.08,  339.49 ,12.05,,15.46,19.85,2.00%,6.00%,1.45,34.77,0.50%,0.03%,98.85,18.85,12.69,,6.28%,1.00,7.07,4.72%,0.53%,4.20%
1916.11,10.21,0.55,1.48,11.50,1916.87,4.20,240.42,12.93,"  2,405.90 ",34.76,  347.81 ,12.05,,15.44,19.95,2.00%,6.00%,1.51,35.47,0.50%,0.03%,98.85,18.95,12.69,,6.34%,1.00,6.96,4.74%,0.68%,4.07%
1916.12,9.80,0.56,1.53,11.60,1916.96,4.22,228.78,13.07,"  2,300.28 ",35.72,  359.13 ,11.41,,14.60,20.04,2.00%,6.00%,1.56,36.45,0.50%,0.03%,98.85,19.04,12.01,,6.74%,1.00,6.91,5.50%,0.79%,4.70%
1917.01,9.57,0.57,1.51,11.70,1917.04,4.23,221.50,13.21,"  2,238.17 ",34.93,  352.91 ,10.99,,14.04,20.15,6.00%,6.00%,1.61,37.16,0.50%,0.03%,98.85,19.15,11.57,,7.25%,1.00,6.87,5.88%,1.02%,4.86%
1917.02,9.03,0.58,1.49,12.00,1917.12,4.26,203.78,13.13,"  2,070.13 ",33.58,  341.12 ,10.06,,12.84,20.25,6.00%,6.00%,1.58,35.72,0.50%,0.03%,98.84,19.26,10.58,,8.07%,1.00,6.71,7.02%,1.35%,5.67%
1917.03,9.31,0.59,1.47,12.00,1917.21,4.29,210.10,13.37,"  2,145.64 ",33.13,  338.32 ,10.33,,13.17,20.34,6.00%,6.00%,1.56,35.24,0.50%,0.03%,98.84,19.37,10.85,,7.91%,1.00,6.72,6.91%,1.43%,5.48%
1917.04,9.17,0.60,1.45,12.60,1917.29,4.32,197.08,12.97,"  2,023.77 ",31.10,  319.35 ,9.64,,12.29,20.43,6.00%,6.00%,1.54,33.08,0.50%,0.03%,98.84,19.47,10.12,,9.05%,1.00,6.40,7.84%,1.94%,5.90%
1917.05,8.86,0.61,1.43,12.80,1917.37,4.34,187.44,12.99,"  1,935.93 ",30.17,  311.58 ,9.14,,11.65,20.51,6.00%,6.00%,1.52,32.09,0.50%,0.03%,98.84,19.55,9.59,,9.52%,1.00,6.31,8.67%,2.06%,6.61%
1917.06,9.04,0.63,1.41,13.00,1917.46,4.37,188.31,13.02,"  1,956.07 ",29.27,  304.01 ,9.15,,11.67,20.58,6.00%,6.00%,1.49,31.14,0.50%,0.03%,98.83,19.64,9.59,,9.54%,1.00,6.22,8.62%,2.12%,6.50%
1917.07,8.79,0.64,1.38,12.80,1917.54,4.40,185.96,13.45,"  1,943.34 ",29.28,  305.98 ,9.00,,11.49,20.65,6.00%,12.00%,1.47,31.15,0.50%,0.04%,98.83,18.46,10.07,,8.85%,1.00,6.33,9.16%,2.15%,7.01%
1917.08,8.53,0.65,1.36,13.00,1917.62,4.43,177.69,13.47,"  1,868.58 ",28.39,  298.58 ,8.57,,10.95,20.73,6.00%,12.00%,1.45,30.20,0.50%,0.04%,98.83,18.54,9.58,,9.49%,1.00,6.24,10.26%,2.38%,7.88%
1917.09,8.12,0.66,1.34,13.30,1917.71,4.46,165.33,13.39,"  1,750.37 ",27.34,  289.50 ,7.95,,10.17,20.79,6.00%,12.00%,1.43,29.09,0.50%,0.04%,98.82,18.61,8.88,,10.52%,1.00,6.11,11.58%,2.57%,9.01%
1917.1,7.68,0.67,1.32,13.50,1917.79,4.49,154.06,13.41,"  1,642.82 ",26.52,  282.79 ,7.39,,9.47,20.85,6.00%,12.00%,1.41,28.21,0.50%,0.04%,98.82,18.68,8.25,,11.41%,1.00,6.03,12.09%,2.68%,9.42%
1917.11,7.04,0.68,1.30,13.50,1917.87,4.51,141.22,13.62,"  1,518.03 ",26.10,  280.53 ,6.75,,8.69,20.91,6.00%,12.00%,1.38,27.76,0.50%,0.05%,98.82,18.74,7.54,,12.96%,1.00,6.04,13.34%,2.75%,10.59%
1917.12,6.80,0.69,1.28,13.70,1917.96,4.54,134.41,13.64,"  1,457.09 ",25.30,  274.28 ,6.41,,8.28,20.96,6.00%,12.00%,1.36,26.92,0.50%,0.05%,98.81,18.80,7.15,,14.02%,1.00,5.96,14.12%,2.92%,11.20%
1918.01,7.21,0.68,1.26,14.00,1918.04,4.57,139.46,13.15,"  1,523.72 ",24.29,  265.44 ,6.64,,8.60,21.00,12.00%,12.00%,1.43,27.61,0.50%,0.05%,98.81,18.84,7.40,,13.86%,1.00,5.84,13.69%,3.15%,10.54%
1918.02,7.43,0.67,1.23,14.10,1918.12,4.56,142.70,12.87,"  1,570.79 ",23.66,  260.46 ,6.78,,8.81,21.03,12.00%,12.00%,1.40,26.89,0.50%,0.05%,98.81,18.90,7.55,,13.79%,1.00,5.82,13.39%,3.31%,10.07%
1918.03,7.28,0.66,1.21,14.00,1918.21,4.56,140.82,12.77,"  1,561.79 ",23.37,  259.15 ,6.69,,8.70,21.06,12.00%,12.00%,1.37,26.55,0.50%,0.05%,98.80,18.94,7.43,,13.93%,1.00,5.89,14.09%,3.20%,10.88%
1918.04,7.21,0.65,1.18,14.20,1918.29,4.55,137.50,12.40,"  1,536.44 ",22.56,  252.10 ,6.52,,8.51,21.09,12.00%,12.00%,1.34,25.64,0.50%,0.05%,98.80,18.99,7.24,,14.33%,1.00,5.83,15.01%,3.31%,11.70%
1918.05,7.44,0.64,1.16,14.50,1918.37,4.55,138.95,11.95,"  1,563.78 ",21.65,  243.61 ,6.58,,8.61,21.11,12.00%,12.00%,1.32,24.60,0.50%,0.04%,98.79,19.03,7.30,,14.44%,1.00,5.73,15.13%,3.44%,11.70%
1918.06,7.45,0.63,1.14,14.70,1918.46,4.54,137.24,11.61,"  1,555.46 ",20.91,  236.97 ,6.50,,8.52,21.13,12.00%,12.00%,1.29,23.76,0.50%,0.04%,98.79,19.07,7.20,,14.79%,1.00,5.68,14.72%,3.60%,11.12%
1918.07,7.51,0.62,1.11,15.10,1918.54,4.54,134.68,11.12,"  1,536.96 ",19.92,  227.37 ,6.37,,8.38,21.14,12.00%,10.00%,1.26,22.64,0.50%,0.04%,98.79,19.54,6.89,,15.57%,1.00,5.55,14.99%,3.85%,11.14%
1918.08,7.58,0.61,1.09,15.40,1918.62,4.53,133.29,10.73,"  1,531.26 ",19.11,  219.59 ,6.30,,8.31,21.15,12.00%,10.00%,1.24,21.72,0.50%,0.04%,98.78,19.57,6.81,,15.96%,1.00,5.47,15.44%,4.02%,11.42%
1918.09,7.54,0.60,1.06,15.70,1918.71,4.52,130.05,10.35,"  1,503.98 ",18.34,  212.03 ,6.15,,8.12,21.15,12.00%,10.00%,1.21,20.84,0.50%,0.04%,98.78,19.59,6.64,,16.55%,1.00,5.39,16.33%,4.07%,12.27%
1918.1,7.86,0.59,1.04,16.00,1918.79,4.52,133.03,9.99,"  1,548.04 ",17.57,  204.44 ,6.29,,8.33,21.15,12.00%,10.00%,1.18,19.96,0.50%,0.04%,98.78,19.60,6.79,,16.32%,1.00,5.31,16.34%,4.29%,12.05%
1918.11,8.06,0.58,1.01,16.30,1918.87,4.51,133.91,9.64,"  1,567.56 ",16.85,  197.21 ,6.33,,8.40,21.14,12.00%,10.00%,1.15,19.14,0.50%,0.04%,98.77,19.62,6.83,,16.33%,1.00,5.23,16.99%,4.45%,12.54%
1918.12,7.90,0.57,0.99,16.50,1918.96,4.51,129.66,9.35,"  1,526.94 ",16.25,  191.35 ,6.13,,8.15,21.14,12.00%,10.00%,1.13,18.46,0.50%,0.04%,98.77,19.63,6.61,,16.84%,1.00,5.19,17.45%,4.61%,12.84%
1919.01,7.85,0.57,0.99,16.50,1919.04,4.50,128.84,9.30,"  1,526.41 ",16.17,  191.53 ,6.10,,8.12,21.13,10.00%,10.00%,1.09,17.96,0.50%,0.04%,98.77,19.64,6.56,,17.06%,1.00,5.21,18.33%,4.58%,13.75%
1919.02,7.88,0.56,0.98,16.20,1919.12,4.54,131.72,9.42,"  1,569.91 ",16.38,  195.24 ,6.24,,8.33,21.11,10.00%,10.00%,1.09,18.20,0.50%,0.04%,98.77,19.64,6.71,,16.38%,1.00,5.31,18.09%,4.43%,13.66%
1919.03,8.12,0.56,0.98,16.40,1919.21,4.58,134.08,9.25,"  1,607.18 ",16.10,  192.98 ,6.36,,8.50,21.09,10.00%,10.00%,1.08,17.89,0.50%,0.03%,98.76,19.63,6.83,,16.20%,1.00,5.25,18.12%,4.67%,13.45%
1919.04,8.39,0.56,0.97,16.70,1919.29,4.62,136.05,9.03,"  1,639.81 ",15.73,  189.58 ,6.46,,8.65,21.07,10.00%,10.00%,1.08,17.48,0.50%,0.03%,98.76,19.63,6.93,,15.92%,1.00,5.16,17.92%,4.96%,12.95%
1919.05,8.97,0.55,0.97,16.90,1919.37,4.66,143.73,8.87,"  1,741.33 ",15.46,  187.33 ,6.83,,9.16,21.05,10.00%,10.00%,1.07,17.18,0.50%,0.03%,98.76,19.62,7.33,,15.12%,1.00,5.10,17.35%,5.07%,12.28%
1919.06,9.21,0.55,0.96,16.90,1919.46,4.70,147.58,8.81,"  1,796.81 ",15.38,  187.29 ,7.02,,9.43,21.02,10.00%,10.00%,1.07,17.09,0.50%,0.03%,98.76,19.60,7.53,,14.60%,1.00,5.11,17.17%,5.06%,12.11%
1919.07,9.51,0.55,0.96,17.40,1919.54,4.74,148.01,8.51,"  1,810.66 ",14.86,  181.83 ,7.05,,9.48,20.99,10.00%,10.00%,1.06,16.51,0.50%,0.03%,98.75,19.58,7.56,,14.83%,1.00,4.96,17.98%,5.29%,12.69%
1919.08,8.87,0.54,0.95,17.70,1919.62,4.77,135.71,8.31,"  1,668.66 ",14.53,  178.72 ,6.48,,8.71,20.95,10.00%,10.00%,1.06,16.15,0.50%,0.03%,98.75,19.56,6.94,,16.04%,1.00,4.88,19.64%,5.51%,14.13%
1919.09,9.01,0.54,0.95,17.80,1919.71,4.81,137.07,8.22,"  1,693.89 ",14.38,  177.66 ,6.56,,8.83,20.90,10.00%,10.00%,1.05,15.97,0.50%,0.03%,98.75,19.53,7.02,,15.79%,1.00,4.86,19.96%,5.61%,14.34%
1919.1,9.47,0.54,0.94,18.10,1919.79,4.85,141.68,8.03,"  1,759.13 ",14.06,  174.61 ,6.79,,9.15,20.85,10.00%,10.00%,1.04,15.63,0.50%,0.03%,98.75,19.49,7.27,,15.23%,1.00,4.79,18.21%,5.83%,12.38%
1919.11,9.19,0.53,0.94,18.50,1919.87,4.89,134.52,7.81,"  1,678.28 ",13.69,  170.75 ,6.47,,8.72,20.80,10.00%,10.00%,1.04,15.21,0.50%,0.03%,98.74,19.46,6.91,,16.03%,1.00,4.69,15.21%,6.11%,9.11%
1919.12,8.92,0.53,0.93,18.90,1919.96,4.93,127.81,7.59,"  1,602.40 ",13.33,  167.07 ,6.16,,8.32,20.75,10.00%,10.00%,1.03,14.81,0.50%,0.03%,98.74,19.42,6.58,,16.85%,1.00,4.59,16.31%,6.44%,9.88%
1920.01,8.83,0.53,0.92,19.30,1920.04,4.97,123.89,7.41,"  1,561.10 ",12.90,  162.51 ,5.99,,8.09,20.68,10.00%,10.00%,1.02,14.33,0.50%,0.03%,98.74,19.37,6.40,,17.58%,1.00,4.50,16.90%,6.76%,10.13%
1920.02,8.10,0.53,0.91,19.50,1920.12,4.98,112.49,7.31,"  1,425.03 ",12.61,  159.80 ,5.46,,7.38,20.62,10.00%,10.00%,1.01,14.02,0.50%,0.03%,98.74,19.32,5.82,,19.22%,1.00,4.47,18.80%,6.93%,11.87%
1920.03,8.67,0.53,0.90,19.70,1920.21,4.99,119.18,7.22,"  1,517.44 ",12.34,  157.08 ,5.80,,7.86,20.55,10.00%,10.00%,1.00,13.71,0.50%,0.03%,98.73,19.27,6.18,,18.11%,1.00,4.44,18.60%,7.09%,11.51%
1920.04,8.60,0.52,0.89,20.30,1920.29,5.00,114.72,6.98,"  1,468.11 ",11.83,  151.37 ,5.60,,7.60,20.49,10.00%,10.00%,0.99,13.14,0.50%,0.03%,98.73,19.22,5.97,,18.90%,1.00,4.32,19.70%,7.34%,12.36%
1920.05,8.06,0.52,0.88,20.60,1920.37,5.01,105.95,6.86,"  1,363.20 ",11.51,  148.13 ,5.19,,7.05,20.42,10.00%,10.00%,0.97,12.79,0.50%,0.03%,98.73,19.17,5.53,,20.59%,1.00,4.27,19.96%,7.55%,12.41%
1920.06,7.92,0.52,0.87,20.90,1920.46,5.02,102.62,6.74,"  1,327.52 ",11.21,  144.99 ,5.04,,6.86,20.35,10.00%,10.00%,0.96,12.45,0.50%,0.03%,98.73,19.11,5.37,,21.37%,1.00,4.23,19.12%,7.76%,11.36%
1920.07,7.91,0.52,0.85,20.80,1920.54,5.03,102.98,6.75,"  1,339.49 ",11.12,  144.65 ,5.08,,6.93,20.27,10.00%,10.00%,0.95,12.36,0.50%,0.03%,98.72,19.05,5.41,,21.18%,1.00,4.26,18.94%,7.82%,11.12%
1920.08,7.60,0.52,0.84,20.30,1920.62,5.04,101.38,6.89,"  1,326.17 ",11.25,  147.15 ,5.02,,6.86,20.19,10.00%,10.00%,0.94,12.50,0.50%,0.03%,98.72,18.99,5.34,,21.25%,1.00,4.38,19.03%,7.61%,11.41%
1920.09,7.87,0.52,0.83,20.00,1920.71,5.05,106.56,6.97,"  1,401.48 ",11.27,  148.25 ,5.30,,7.25,20.12,10.00%,10.00%,0.93,12.52,0.50%,0.03%,98.72,18.93,5.63,,20.21%,1.00,4.46,18.34%,7.38%,10.96%
1920.1,7.88,0.51,0.82,19.90,1920.79,5.06,107.23,6.99,"  1,417.97 ",11.18,  147.86 ,5.35,,7.33,20.04,10.00%,10.00%,0.91,12.42,0.50%,0.03%,98.71,18.87,5.68,,20.30%,1.00,4.50,16.59%,7.38%,9.21%
1920.11,7.48,0.51,0.81,19.80,1920.87,5.07,102.30,7.00,"  1,360.50 ",11.09,  147.47 ,5.13,,7.04,19.96,10.00%,10.00%,0.90,12.32,0.50%,0.03%,98.71,18.80,5.44,,21.24%,1.00,4.54,16.32%,7.38%,8.94%
1920.12,6.81,0.51,0.80,19.40,1920.96,5.08,95.06,7.12,"  1,272.07 ",11.17,  149.44 ,4.78,,6.58,19.87,10.00%,10.00%,0.89,12.41,0.50%,0.04%,98.71,18.73,5.08,,22.34%,1.00,4.65,16.57%,7.35%,9.23%
1921.01,7.11,0.51,0.76,19.00,1921.04,5.09,101.34,7.21,"  1,364.10 ",10.80,  145.33 ,5.12,,7.06,19.78,10.00%,10.00%,0.84,12.00,0.50%,0.04%,98.71,18.66,5.43,,20.81%,1.01,4.76,16.31%,7.25%,9.06%
1921.02,7.06,0.50,0.72,18.40,1921.12,5.02,103.91,7.38,"  1,406.96 ",10.52,  142.49 ,5.27,,7.29,19.70,10.00%,10.00%,0.79,11.69,0.50%,0.04%,98.70,18.59,5.59,,20.35%,1.01,4.96,17.01%,6.94%,10.07%
1921.03,6.88,0.50,0.67,18.30,1921.21,4.96,101.81,7.36,"  1,386.89 ",9.95,  135.56 ,5.19,,7.19,19.61,10.00%,10.00%,0.75,11.06,0.50%,0.04%,98.70,18.52,5.50,,20.54%,1.01,5.04,17.53%,6.86%,10.67%
1921.04,6.91,0.49,0.63,18.10,1921.29,4.89,103.38,7.38,"  1,416.71 ",9.43,  129.16 ,5.30,,7.35,19.52,10.00%,10.00%,0.70,10.47,0.50%,0.04%,98.70,18.44,5.61,,20.48%,1.01,5.14,16.24%,6.72%,9.53%
1921.05,7.12,0.49,0.59,17.70,1921.37,4.83,108.93,7.48,"  1,501.30 ",8.99,  123.88 ,5.61,,7.80,19.42,10.00%,10.00%,0.65,9.99,0.50%,0.03%,98.69,18.36,5.93,,19.32%,1.01,5.31,14.61%,6.52%,8.09%
1921.06,6.55,0.49,0.55,17.60,1921.46,4.76,100.78,7.46,"  1,397.53 ",8.39,  116.28 ,5.22,,7.27,19.32,10.00%,10.00%,0.61,9.32,0.50%,0.04%,98.69,18.28,5.51,,20.61%,1.01,5.39,15.27%,6.51%,8.76%
1921.07,6.53,0.48,0.50,17.70,1921.54,4.70,99.91,7.36,"  1,393.89 ",7.69,  107.26 ,5.20,,7.26,19.22,10.00%,12.50%,0.56,8.54,0.50%,0.04%,98.69,17.69,5.65,,20.19%,1.01,5.40,15.74%,6.48%,9.26%
1921.08,6.45,0.48,0.46,17.70,1921.62,4.63,98.68,7.29,"  1,385.29 ",7.04,  98.80 ,5.16,,7.23,19.12,10.00%,12.50%,0.51,7.82,0.50%,0.04%,98.68,17.60,5.61,,20.05%,1.01,5.45,15.52%,6.39%,9.13%
1921.09,6.61,0.47,0.42,17.50,1921.71,4.56,102.29,7.31,"  1,444.44 ",6.46,  91.23 ,5.38,,7.55,19.02,10.00%,12.50%,0.46,7.18,0.50%,0.04%,98.68,17.52,5.84,,19.18%,1.01,5.57,13.34%,6.25%,7.09%
1921.1,6.70,0.47,0.38,17.50,1921.79,4.50,103.68,7.25,"  1,472.63 ",5.80,  82.42 ,5.48,,7.71,18.92,10.00%,12.50%,0.42,6.45,0.50%,0.03%,98.68,17.44,5.94,,18.93%,1.01,5.62,11.66%,6.23%,5.43%
1921.11,7.06,0.46,0.33,17.40,1921.87,4.43,109.88,7.22,"  1,569.23 ",5.17,  73.90 ,5.84,,8.24,18.82,10.00%,12.50%,0.37,5.75,0.50%,0.03%,98.68,17.35,6.33,,18.02%,1.01,5.70,11.33%,6.22%,5.11%
1921.12,7.31,0.46,0.29,17.30,1921.96,4.37,114.43,7.20,"  1,642.76 ",4.54,  65.17 ,6.11,,8.65,18.71,10.00%,12.50%,0.32,5.04,0.50%,0.03%,98.67,17.26,6.63,,17.43%,1.01,5.78,8.71%,6.15%,2.56%
1922.01,7.30,0.46,0.32,16.90,1922.04,4.30,116.97,7.44,"  1,688.24 ",5.18,  74.77 ,6.29,,8.92,18.61,12.50%,12.50%,0.37,5.92,0.50%,0.03%,98.67,17.17,6.81,,16.73%,1.00,5.97,8.54%,6.03%,2.51%
1922.02,7.46,0.47,0.36,16.90,1922.12,4.31,119.54,7.50,"  1,734.26 ",5.72,  82.92 ,6.46,,9.19,18.50,12.50%,12.50%,0.41,6.53,0.50%,0.03%,98.67,17.08,7.00,,16.22%,1.00,5.99,8.39%,6.21%,2.18%
1922.03,7.74,0.47,0.39,16.70,1922.21,4.31,125.51,7.66,"  1,830.17 ",6.32,  92.22 ,6.82,,9.72,18.40,12.50%,12.50%,0.45,7.23,0.50%,0.03%,98.67,17.00,7.38,,15.13%,1.00,6.08,8.01%,6.18%,1.82%
1922.04,8.21,0.48,0.42,16.70,1922.29,4.32,133.13,7.73,"  1,950.70 ",6.86,  100.58 ,7.27,,10.38,18.30,12.50%,12.50%,0.48,7.84,0.50%,0.03%,98.66,16.92,7.87,,13.97%,1.00,6.10,4.59%,6.28%,-1.69%
1922.05,8.53,0.48,0.46,16.70,1922.37,4.32,138.32,7.80,"  2,036.25 ",7.41,  109.02 ,7.59,,10.85,18.22,12.50%,12.50%,0.52,8.46,0.50%,0.03%,98.66,16.85,8.21,,13.44%,1.00,6.12,3.05%,6.46%,-3.42%
1922.06,8.45,0.49,0.49,16.70,1922.46,4.33,137.02,7.86,"  2,026.80 ",7.95,  117.53 ,7.56,,10.82,18.13,12.50%,12.50%,0.56,9.08,0.50%,0.03%,98.66,16.78,8.17,,13.60%,1.00,6.14,1.81%,6.57%,-4.76%
1922.07,8.51,0.49,0.52,16.80,1922.54,4.33,137.17,7.89,"  2,038.76 ",8.44,  125.37 ,7.60,,10.89,18.04,12.50%,12.50%,0.60,9.64,0.50%,0.03%,98.66,16.71,8.21,,13.60%,1.00,6.13,2.36%,6.65%,-4.30%
1922.08,8.83,0.49,0.56,16.60,1922.62,4.34,144.05,8.05,"  2,150.88 ",9.08,  135.61 ,8.02,,11.50,17.96,12.50%,12.50%,0.64,10.38,0.50%,0.03%,98.65,16.65,8.65,,12.74%,1.00,6.22,6.19%,6.63%,-0.44%
1922.09,9.06,0.50,0.59,16.60,1922.71,4.34,147.80,8.12,"  2,217.00 ",9.62,  144.37 ,8.27,,11.86,17.88,12.50%,12.50%,0.67,11.00,0.50%,0.03%,98.65,16.59,8.91,,12.29%,1.00,6.24,7.00%,6.73%,0.27%
1922.1,9.26,0.50,0.62,16.70,1922.79,4.35,150.16,8.14,"  2,262.54 ",10.11,  152.29 ,8.43,,12.11,17.81,12.50%,12.50%,0.71,11.55,0.50%,0.03%,98.65,16.53,9.08,,12.14%,1.00,6.22,5.35%,6.90%,-1.55%
1922.11,8.80,0.51,0.66,16.80,1922.87,4.35,141.85,8.15,"  2,147.59 ",10.59,  160.26 ,8.00,,11.49,17.73,12.50%,12.50%,0.75,12.10,0.50%,0.03%,98.65,16.48,8.61,,12.80%,1.00,6.20,5.95%,7.07%,-1.12%
1922.12,8.78,0.51,0.69,16.90,1922.96,4.36,140.69,8.17,"  2,140.34 ",11.06,  168.20 ,7.96,,11.45,17.66,12.50%,12.50%,0.79,12.64,0.50%,0.03%,98.65,16.42,8.57,,13.02%,1.00,6.19,5.78%,7.24%,-1.46%
1923.01,8.90,0.51,0.71,16.80,1923.04,4.36,143.46,8.25,"  2,192.96 ",11.51,  175.98 ,8.15,,11.73,17.59,12.50%,12.50%,0.82,13.16,0.50%,0.03%,98.64,16.37,8.76,,12.59%,1.01,6.24,6.15%,7.36%,-1.21%
1923.02,9.28,0.51,0.74,16.80,1923.12,4.34,149.59,8.27,"  2,297.13 ",11.90,  182.76 ,8.53,,12.27,17.53,12.50%,12.50%,0.84,13.60,0.50%,0.03%,98.64,16.33,9.16,,12.12%,1.01,6.28,4.57%,7.51%,-2.94%
1923.03,9.43,0.52,0.76,16.80,1923.21,4.31,152.00,8.30,"  2,344.89 ",12.29,  189.61 ,8.70,,12.51,17.47,12.50%,12.50%,0.87,14.05,0.50%,0.03%,98.64,16.29,9.33,,11.94%,1.01,6.32,4.47%,7.58%,-3.11%
1923.04,9.10,0.52,0.79,16.90,1923.29,4.29,145.82,8.28,"  2,260.08 ",12.61,  195.39 ,8.37,,12.04,17.42,12.50%,12.50%,0.90,14.41,0.50%,0.03%,98.64,16.25,8.97,,12.46%,1.01,6.31,5.98%,7.63%,-1.65%
1923.05,8.67,0.52,0.81,16.90,1923.37,4.26,138.93,8.31,"  2,164.02 ",12.99,  202.37 ,8.00,,11.51,17.36,12.50%,12.50%,0.93,14.85,0.50%,0.03%,98.63,16.22,8.57,,13.12%,1.01,6.35,9.21%,7.61%,1.60%
